language	article	date	views
5351	en	fifa	2017-06-18	127
5361	en	fifa	2017-06-19	136
5371	en	fifa	2017-06-20	138
5381	en	fifa	2017-06-21	365
5391	en	fifa	2017-06-22	124
5401	en	fifa	2017-06-23	127
5411	en	fifa	2017-06-24	113
5421	en	fifa	2017-06-25	159
5431	en	fifa	2017-06-26	107
5441	en	fifa	2017-06-27	130
5451	en	fifa	2017-06-28	123
5461	en	fifa	2017-06-29	123
5471	en	fifa	2017-06-30	115
5481	en	fifa	2017-07-01	115
5491	en	fifa	2017-07-02	140
5501	en	fifa	2017-07-03	149
5511	en	fifa	2017-07-04	84
5521	en	fifa	2017-07-05	80
5531	en	fifa	2017-07-06	109
5541	en	fifa	2017-07-07	96
5551	en	fifa	2017-07-08	90
5561	en	fifa	2017-07-09	67
5571	en	fifa	2017-07-10	109
5581	en	fifa	2017-07-11	89
5591	en	fifa	2017-07-12	107
5601	en	fifa	2017-07-13	132
5611	en	fifa	2017-07-14	96
5621	en	fifa	2017-07-15	90
5631	en	fifa	2017-07-16	90
5641	en	fifa	2017-07-17	94
5651	en	fifa	2017-07-18	97
5661	en	fifa	2017-07-19	83
5671	en	fifa	2017-07-20	93
5681	en	fifa	2017-07-21	69
5691	en	fifa	2017-07-22	94
5701	en	fifa	2017-07-23	78
5711	en	fifa	2017-07-24	96
5721	en	fifa	2017-07-25	86
5731	en	fifa	2017-07-26	104
5741	en	fifa	2017-07-27	125
5751	en	fifa	2017-07-28	81
5761	en	fifa	2017-07-29	87
5771	en	fifa	2017-07-30	69
5781	en	fifa	2017-07-31	101
5791	en	fifa	2017-08-01	97
5801	en	fifa	2017-08-02	103
5811	en	fifa	2017-08-03	98
5821	en	fifa	2017-08-04	100
5831	en	fifa	2017-08-05	76
5841	en	fifa	2017-08-06	78
5851	en	fifa	2017-08-07	84
5861	en	fifa	2017-08-08	79
5871	en	fifa	2017-08-09	77
5881	en	fifa	2017-08-10	91
5891	en	fifa	2017-08-11	99
5901	en	fifa	2017-08-12	69
5911	en	fifa	2017-08-13	78
5921	en	fifa	2017-08-14	100
5931	en	fifa	2017-08-15	107
5941	en	fifa	2017-08-16	79
5951	en	fifa	2017-08-17	68
5961	en	fifa	2017-08-18	97
5971	en	fifa	2017-08-19	64
5981	en	fifa	2017-08-20	74
5991	en	fifa	2017-08-21	79
6001	en	fifa	2017-08-22	93
6011	en	fifa	2017-08-23	96
6021	en	fifa	2017-08-24	105
6031	en	fifa	2017-08-25	93
6041	en	fifa	2017-08-26	92
6051	en	fifa	2017-08-27	86
6061	en	fifa	2017-08-28	100
6071	en	fifa	2017-08-29	86
6081	en	fifa	2017-08-30	76
6091	en	fifa	2017-08-31	128
6101	en	fifa	2017-09-01	125
6111	en	fifa	2017-09-02	90
6121	en	fifa	2017-09-03	98
6131	en	fifa	2017-09-04	154
6141	en	fifa	2017-09-05	128
6151	en	fifa	2017-09-06	140
6161	en	fifa	2017-09-07	98
6171	en	fifa	2017-09-08	87
6181	en	fifa	2017-09-09	88
6191	en	fifa	2017-09-10	96
6201	en	fifa	2017-09-11	83
6211	en	fifa	2017-09-12	110
6221	en	fifa	2017-09-13	108
6231	en	fifa	2017-09-14	117
6241	en	fifa	2017-09-15	90
6251	en	fifa	2017-09-16	79
6261	en	fifa	2017-09-17	88
6271	en	fifa	2017-09-18	98
6281	en	fifa	2017-09-19	111
6291	en	fifa	2017-09-20	85
6301	en	fifa	2017-09-21	95
6311	en	fifa	2017-09-22	95
6321	en	fifa	2017-09-23	100
6331	en	fifa	2017-09-24	97
6341	en	fifa	2017-09-25	104
6351	en	fifa	2017-09-26	102
6361	en	fifa	2017-09-27	114
6371	en	fifa	2017-09-28	74
6381	en	fifa	2017-09-29	95
6391	en	fifa	2017-09-30	81
6401	en	fifa	2017-10-01	122
6411	en	fifa	2017-10-02	106
6421	en	fifa	2017-10-03	120
6431	en	fifa	2017-10-04	128
6441	en	fifa	2017-10-05	127
6451	en	fifa	2017-10-06	168
6461	en	fifa	2017-10-07	170
6471	en	fifa	2017-10-08	194
6481	en	fifa	2017-10-09	208
6491	en	fifa	2017-10-10	178
6501	en	fifa	2017-10-11	251
6511	en	fifa	2017-10-12	186
6521	en	fifa	2017-10-13	151
6531	en	fifa	2017-10-14	373
6541	en	fifa	2017-10-15	143
6551	en	fifa	2017-10-16	130
6561	en	fifa	2017-10-17	138
6571	en	fifa	2017-10-18	121
6581	en	fifa	2017-10-19	110
6591	en	fifa	2017-10-20	88
6601	en	fifa	2017-10-21	84
6611	en	fifa	2017-10-22	104
6621	en	fifa	2017-10-23	121
6631	en	fifa	2017-10-24	122
6641	en	fifa	2017-10-25	146
6651	en	fifa	2017-10-26	141
6661	en	fifa	2017-10-27	90
6671	en	fifa	2017-10-28	115
6681	en	fifa	2017-10-29	91
6691	en	fifa	2017-10-30	116
6701	en	fifa	2017-10-31	67
6711	en	fifa	2017-11-01	99
6721	en	fifa	2017-11-02	75
6731	en	fifa	2017-11-03	82
6741	en	fifa	2017-11-04	81
6751	en	fifa	2017-11-05	73
6761	en	fifa	2017-11-06	108
6771	en	fifa	2017-11-07	90
6781	en	fifa	2017-11-08	104
6791	en	fifa	2017-11-09	81
6801	en	fifa	2017-11-10	104
6811	en	fifa	2017-11-11	102
6821	en	fifa	2017-11-12	123
6831	en	fifa	2017-11-13	118
6841	en	fifa	2017-11-14	145
6851	en	fifa	2017-11-15	148
6861	en	fifa	2017-11-16	123
6871	en	fifa	2017-11-17	86
6881	en	fifa	2017-11-18	79
6891	en	fifa	2017-11-19	105
6901	en	fifa	2017-11-20	69
6911	en	fifa	2017-11-21	95
6921	en	fifa	2017-11-22	113
6931	en	fifa	2017-11-23	116
6941	en	fifa	2017-11-24	74
6951	en	fifa	2017-11-25	98
6961	en	fifa	2017-11-26	85
6971	en	fifa	2017-11-27	112
6981	en	fifa	2017-11-28	114
6991	en	fifa	2017-11-29	100
7001	en	fifa	2017-11-30	112
7011	en	fifa	2017-12-01	161
7021	en	fifa	2017-12-02	93
7031	en	fifa	2017-12-03	87
7041	en	fifa	2017-12-04	126
7051	en	fifa	2017-12-05	104
7061	en	fifa	2017-12-06	87
7071	en	fifa	2017-12-07	127
7081	en	fifa	2017-12-08	105
7091	en	fifa	2017-12-09	99
7101	en	fifa	2017-12-10	86
7111	en	fifa	2017-12-11	83
7121	en	fifa	2017-12-12	92
7131	en	fifa	2017-12-13	80
7141	en	fifa	2017-12-14	88
7151	en	fifa	2017-12-15	76
7161	en	fifa	2017-12-16	79
7171	en	fifa	2017-12-17	67
7181	en	fifa	2017-12-18	92
7191	en	fifa	2017-12-19	105
7201	en	fifa	2017-12-20	89
7211	en	fifa	2017-12-21	80
7221	en	fifa	2017-12-22	61
7231	en	fifa	2017-12-23	60
7241	en	fifa	2017-12-24	57
7251	en	fifa	2017-12-25	63
7261	en	fifa	2017-12-26	64
7271	en	fifa	2017-12-27	83
7281	en	fifa	2017-12-28	95
7291	en	fifa	2017-12-29	47
7301	en	fifa	2017-12-30	57
7311	en	fifa	2017-12-31	60
732	en	fifa	2018-01-01	71
733	en	fifa	2018-01-02	78
734	en	fifa	2018-01-03	67
735	en	fifa	2018-01-04	62
736	en	fifa	2018-01-05	86
737	en	fifa	2018-01-06	66
738	en	fifa	2018-01-07	61
739	en	fifa	2018-01-08	81
740	en	fifa	2018-01-09	81
741	en	fifa	2018-01-10	122
742	en	fifa	2018-01-11	77
743	en	fifa	2018-01-12	86
744	en	fifa	2018-01-13	72
745	en	fifa	2018-01-14	54
746	en	fifa	2018-01-15	75
747	en	fifa	2018-01-16	98
748	en	fifa	2018-01-17	102
749	en	fifa	2018-01-18	100
750	en	fifa	2018-01-19	88
751	en	fifa	2018-01-20	80
752	en	fifa	2018-01-21	85
753	en	fifa	2018-01-22	98
754	en	fifa	2018-01-23	81
755	en	fifa	2018-01-24	82
756	en	fifa	2018-01-25	83
757	en	fifa	2018-01-26	77
758	en	fifa	2018-01-27	71
759	en	fifa	2018-01-28	91
760	en	fifa	2018-01-29	82
761	en	fifa	2018-01-30	68
762	en	fifa	2018-01-31	85
763	en	fifa	2018-02-01	78
764	en	fifa	2018-02-02	78
765	en	fifa	2018-02-03	67
766	en	fifa	2018-02-04	76
767	en	fifa	2018-02-05	97
768	en	fifa	2018-02-06	77
769	en	fifa	2018-02-07	66
770	en	fifa	2018-02-08	91
771	en	fifa	2018-02-09	100
772	en	fifa	2018-02-10	71
773	en	fifa	2018-02-11	100
774	en	fifa	2018-02-12	79
775	en	fifa	2018-02-13	70
776	en	fifa	2018-02-14	71
777	en	fifa	2018-02-15	79
778	en	fifa	2018-02-16	80
779	en	fifa	2018-02-17	85
780	en	fifa	2018-02-18	89
781	en	fifa	2018-02-19	83
782	en	fifa	2018-02-20	83
783	en	fifa	2018-02-21	84
784	en	fifa	2018-02-22	99
785	en	fifa	2018-02-23	73
786	en	fifa	2018-02-24	85
787	en	fifa	2018-02-25	97
788	en	fifa	2018-02-26	106
789	en	fifa	2018-02-27	89
790	en	fifa	2018-02-28	98
791	en	fifa	2018-03-01	88
792	en	fifa	2018-03-02	79
793	en	fifa	2018-03-03	64
794	en	fifa	2018-03-04	80
795	en	fifa	2018-03-05	67
796	en	fifa	2018-03-06	82
797	en	fifa	2018-03-07	84
798	en	fifa	2018-03-08	103
799	en	fifa	2018-03-09	97
800	en	fifa	2018-03-10	87
801	en	fifa	2018-03-11	71
802	en	fifa	2018-03-12	74
803	en	fifa	2018-03-13	85
804	en	fifa	2018-03-14	90
805	en	fifa	2018-03-15	78
806	en	fifa	2018-03-16	111
807	en	fifa	2018-03-17	86
8081	en	fifa	2018-03-18	101
8091	en	fifa	2018-03-19	105
8101	en	fifa	2018-03-20	100
8111	en	fifa	2018-03-21	84
8121	en	fifa	2018-03-22	69
8131	en	fifa	2018-03-23	98
8141	en	fifa	2018-03-24	80
8151	en	fifa	2018-03-25	100
8161	en	fifa	2018-03-26	116
8171	en	fifa	2018-03-27	105
8181	en	fifa	2018-03-28	83
8191	en	fifa	2018-03-29	82
8201	en	fifa	2018-03-30	63
8211	en	fifa	2018-03-31	72
8221	en	fifa	2018-04-01	85
8231	en	fifa	2018-04-02	56
8241	en	fifa	2018-04-03	85
8251	en	fifa	2018-04-04	92
8261	en	fifa	2018-04-05	116
8271	en	fifa	2018-04-06	98
8281	en	fifa	2018-04-07	90
8291	en	fifa	2018-04-08	96
8301	en	fifa	2018-04-09	90
8311	en	fifa	2018-04-10	99
8321	en	fifa	2018-04-11	99
8331	en	fifa	2018-04-12	76
8341	en	fifa	2018-04-13	93
8351	en	fifa	2018-04-14	92
8361	en	fifa	2018-04-15	91
8371	en	fifa	2018-04-16	98
8381	en	fifa	2018-04-17	90
8391	en	fifa	2018-04-18	102
8401	en	fifa	2018-04-19	85
8411	en	fifa	2018-04-20	75
8421	en	fifa	2018-04-21	328
8431	en	fifa	2018-04-22	82
8441	en	fifa	2018-04-23	101
8451	en	fifa	2018-04-24	100
8461	en	fifa	2018-04-25	97
8471	en	fifa	2018-04-26	73
8481	en	fifa	2018-04-27	81
8491	en	fifa	2018-04-28	77
8501	en	fifa	2018-04-29	58
8511	en	fifa	2018-04-30	81
8521	en	fifa	2018-05-01	78
8531	en	fifa	2018-05-02	109
8541	en	fifa	2018-05-03	88
8551	en	fifa	2018-05-04	94
8561	en	fifa	2018-05-05	91
8571	en	fifa	2018-05-06	88
8581	en	fifa	2018-05-07	118
8591	en	fifa	2018-05-08	91
8601	en	fifa	2018-05-09	86
8611	en	fifa	2018-05-10	83
8621	en	fifa	2018-05-11	100
8631	en	fifa	2018-05-12	81
8641	en	fifa	2018-05-13	93
8651	en	fifa	2018-05-14	94
8661	en	fifa	2018-05-15	86
8671	en	fifa	2018-05-16	99
8681	en	fifa	2018-05-17	112
8691	en	fifa	2018-05-18	98
8701	en	fifa	2018-05-19	90
8711	en	fifa	2018-05-20	110
8721	en	fifa	2018-05-21	110
8731	en	fifa	2018-05-22	84
8741	en	fifa	2018-05-23	237
8751	en	fifa	2018-05-24	109
8761	en	fifa	2018-05-25	89
8771	en	fifa	2018-05-26	126
8781	en	fifa	2018-05-27	136
8791	en	fifa	2018-05-28	127
8801	en	fifa	2018-05-29	133
8811	en	fifa	2018-05-30	151
8821	en	fifa	2018-05-31	135
8831	en	fifa	2018-06-01	134
8841	en	fifa	2018-06-02	111
8851	en	fifa	2018-06-03	139
8861	en	fifa	2018-06-04	165
8871	en	fifa	2018-06-05	184
8881	en	fifa	2018-06-06	175
8891	en	fifa	2018-06-07	166
8901	en	fifa	2018-06-08	188
8911	en	fifa	2018-06-09	181
8921	en	fifa	2018-06-10	169
8931	en	fifa	2018-06-11	222
8941	en	fifa	2018-06-12	267
8951	en	fifa	2018-06-13	440
8961	en	fifa	2018-06-14	693
8971	en	fifa	2018-06-15	567
8981	en	fifa	2018-06-16	515
8991	en	fifa	2018-06-17	535
9001	en	fifa	2018-06-18	534
9011	en	fifa	2018-06-19	505
9021	en	fifa	2018-06-20	518
9031	en	fifa	2018-06-21	495
9041	en	fifa	2018-06-22	477
9051	en	fifa	2018-06-23	432
9061	en	fifa	2018-06-24	492
9071	en	fifa	2018-06-25	475
9081	en	fifa	2018-06-26	427
9091	en	fifa	2018-06-27	546
9101	en	fifa	2018-06-28	521
9111	en	fifa	2018-06-29	308
9121	en	fifa	2018-06-30	412
9131	en	fifa	2018-07-01	558
9141	en	fifa	2018-07-02	464
9151	en	fifa	2018-07-03	525
9161	en	fifa	2018-07-04	389
9171	en	fifa	2018-07-05	295
9181	en	fifa	2018-07-06	460
9191	en	fifa	2018-07-07	527
9201	en	fifa	2018-07-08	371
9211	en	fifa	2018-07-09	320
9221	en	fifa	2018-07-10	464
9231	en	fifa	2018-07-11	572
9241	en	fifa	2018-07-12	386
9251	en	fifa	2018-07-13	266
9261	en	fifa	2018-07-14	328
9271	en	fifa	2018-07-15	903
9281	en	fifa	2018-07-16	484
9291	en	fifa	2018-07-17	316
9301	en	fifa	2018-07-18	220
9311	en	fifa	2018-07-19	308
9321	en	fifa	2018-07-20	159
9331	en	fifa	2018-07-21	235
9341	en	fifa	2018-07-22	137
9351	en	fifa	2018-07-23	166
9361	en	fifa	2018-07-24	430
9371	en	fifa	2018-07-25	133
9381	en	fifa	2018-07-26	153
9391	en	fifa	2018-07-27	119
9401	en	fifa	2018-07-28	84
9411	en	fifa	2018-07-29	121
9421	en	fifa	2018-07-30	139
9431	en	fifa	2018-07-31	222
9441	en	fifa	2018-08-01	115
9451	en	fifa	2018-08-02	134
9461	en	fifa	2018-08-03	104
9471	en	fifa	2018-08-04	100
9481	en	fifa	2018-08-05	105
9491	en	fifa	2018-08-06	135
9501	en	fifa	2018-08-07	96
9511	en	fifa	2018-08-08	73
9521	en	fifa	2018-08-09	104
9531	en	fifa	2018-08-10	123
9541	en	fifa	2018-08-11	81
9551	en	fifa	2018-08-12	92
9561	en	fifa	2018-08-13	108
9571	en	fifa	2018-08-14	95
9581	en	fifa	2018-08-15	91
9591	en	fifa	2018-08-16	146
9601	en	fifa	2018-08-17	86
9611	en	fifa	2018-08-18	92
9621	en	fifa	2018-08-19	66
9631	en	fifa	2018-08-20	137
9641	en	fifa	2018-08-21	112
9651	en	fifa	2018-08-22	126
9661	en	fifa	2018-08-23	79
9671	en	fifa	2018-08-24	94
9681	en	fifa	2018-08-25	121
9691	en	fifa	2018-08-26	76
9701	en	fifa	2018-08-27	64
9711	en	fifa	2018-08-28	92
9721	en	fifa	2018-08-29	116
9731	en	fifa	2018-08-30	83
9741	en	fifa	2018-08-31	100
9751	en	fifa	2018-09-01	177
9761	en	fifa	2018-09-02	84
9771	en	fifa	2018-09-03	67
9781	en	fifa	2018-09-04	95
9791	en	fifa	2018-09-05	166
9801	en	fifa	2018-09-06	94
9811	en	fifa	2018-09-07	85
9821	en	fifa	2018-09-08	74
9831	en	fifa	2018-09-09	70
9841	en	fifa	2018-09-10	108
9851	en	fifa	2018-09-11	82
9861	en	fifa	2018-09-12	108
9871	en	fifa	2018-09-13	75
9881	en	fifa	2018-09-14	68
9891	en	fifa	2018-09-15	72
9901	en	fifa	2018-09-16	68
9911	en	fifa	2018-09-17	71
9921	en	fifa	2018-09-18	134
9931	en	fifa	2018-09-19	76
9941	en	fifa	2018-09-20	98
9951	en	fifa	2018-09-21	91
9961	en	fifa	2018-09-22	83
9971	en	fifa	2018-09-23	62
9981	en	fifa	2018-09-24	131
9991	en	fifa	2018-09-25	116
10001	en	fifa	2018-09-26	99
10011	en	fifa	2018-09-27	84
10021	en	fifa	2018-09-28	106
10031	en	fifa	2018-09-29	97
10041	en	fifa	2018-09-30	128
10051	en	fifa	2018-10-01	97
10061	en	fifa	2018-10-02	110
10071	en	fifa	2018-10-03	102
10081	en	fifa	2018-10-04	60
10091	en	fifa	2018-10-05	70
10101	en	fifa	2018-10-06	73
10111	en	fifa	2018-10-07	75
10121	en	fifa	2018-10-08	84
10131	en	fifa	2018-10-09	82
10141	en	fifa	2018-10-10	95
10151	en	fifa	2018-10-11	89
10161	en	fifa	2018-10-12	87
10171	en	fifa	2018-10-13	87
10181	en	fifa	2018-10-14	90
10191	en	fifa	2018-10-15	110
10201	en	fifa	2018-10-16	101
10211	en	fifa	2018-10-17	100
10221	en	fifa	2018-10-18	87
10231	en	fifa	2018-10-19	62
10241	en	fifa	2018-10-20	70
10251	en	fifa	2018-10-21	103
10261	en	fifa	2018-10-22	78
10271	en	fifa	2018-10-23	62
10281	en	fifa	2018-10-24	80
10291	en	fifa	2018-10-25	91
10301	en	fifa	2018-10-26	89
10311	en	fifa	2018-10-27	58
10321	en	fifa	2018-10-28	62
10331	en	fifa	2018-10-29	90
10341	en	fifa	2018-10-30	75
10351	en	fifa	2018-10-31	60
10361	en	fifa	2018-11-01	84
10371	en	fifa	2018-11-02	78
10381	en	fifa	2018-11-03	65
10391	en	fifa	2018-11-04	69
10401	en	fifa	2018-11-05	85
10411	en	fifa	2018-11-06	75
10421	en	fifa	2018-11-07	70
10431	en	fifa	2018-11-08	84
10441	en	fifa	2018-11-09	65
10451	en	fifa	2018-11-10	66
10461	en	fifa	2018-11-11	83
10471	en	fifa	2018-11-12	121
10481	en	fifa	2018-11-13	111
10491	en	fifa	2018-11-14	93
10501	en	fifa	2018-11-15	83
10511	en	fifa	2018-11-16	111
10521	en	fifa	2018-11-17	98
10531	en	fifa	2018-11-18	76
10541	en	fifa	2018-11-19	100
10551	en	fifa	2018-11-20	104
10561	en	fifa	2018-11-21	115
10571	en	fifa	2018-11-22	97
10581	en	fifa	2018-11-23	69
10591	en	fifa	2018-11-24	78
10601	en	fifa	2018-11-25	81
10611	en	fifa	2018-11-26	89
10621	en	fifa	2018-11-27	74
10631	en	fifa	2018-11-28	67
10641	en	fifa	2018-11-29	114
10651	en	fifa	2018-11-30	74
10661	en	fifa	2018-12-01	68
10671	en	fifa	2018-12-02	97
10681	en	fifa	2018-12-03	206
10691	en	fifa	2018-12-04	91
10701	en	fifa	2018-12-05	263
10711	en	fifa	2018-12-06	233
10721	en	fifa	2018-12-07	184
10731	en	fifa	2018-12-08	167
10741	en	fifa	2018-12-09	80
10751	en	fifa	2018-12-10	84
10761	en	fifa	2018-12-11	80
10771	en	fifa	2018-12-12	94
10781	en	fifa	2018-12-13	98
10791	en	fifa	2018-12-14	75
10801	en	fifa	2018-12-15	85
10811	en	fifa	2018-12-16	74
10821	en	fifa	2018-12-17	104
10831	en	fifa	2018-12-18	77
10841	en	fifa	2018-12-19	97
10851	en	fifa	2018-12-20	92
10861	en	fifa	2018-12-21	94
10871	en	fifa	2018-12-22	80
10881	en	fifa	2018-12-23	95
10891	en	fifa	2018-12-24	70
10901	en	fifa	2018-12-25	81
10911	en	fifa	2018-12-26	74
10921	en	fifa	2018-12-27	79
10931	en	fifa	2018-12-28	68
10941	en	fifa	2018-12-29	57
10951	en	fifa	2018-12-30	67
10961	en	fifa	2018-12-31	360
10971	en	fifa	2019-01-01	192
10981	en	fifa	2019-01-02	94
10991	en	fifa	2019-01-03	91
11001	en	fifa	2019-01-04	86
11011	en	fifa	2019-01-05	85
11021	en	fifa	2019-01-06	111
11031	en	fifa	2019-01-07	109
11041	en	fifa	2019-01-08	102
11051	en	fifa	2019-01-09	102
11061	en	fifa	2019-01-10	92
11071	en	fifa	2019-01-11	59
11081	en	fifa	2019-01-12	75
11091	en	fifa	2019-01-13	84
11101	en	fifa	2019-01-14	98
11111	en	fifa	2019-01-15	99
11121	en	fifa	2019-01-16	109
11131	en	fifa	2019-01-17	71
11141	en	fifa	2019-01-18	105
11151	en	fifa	2019-01-19	83
11161	en	fifa	2019-01-20	87
11171	en	fifa	2019-01-21	77
11181	en	fifa	2019-01-22	93
11191	en	fifa	2019-01-23	96
11201	en	fifa	2019-01-24	101
11211	en	fifa	2019-01-25	72
11221	en	fifa	2019-01-26	71
11231	en	fifa	2019-01-27	63
11241	en	fifa	2019-01-28	80
11251	en	fifa	2019-01-29	84
11261	en	fifa	2019-01-30	97
11271	en	fifa	2019-01-31	335
11281	en	fifa	2019-02-01	85
11291	en	fifa	2019-02-02	74
11301	en	fifa	2019-02-03	66
11311	en	fifa	2019-02-04	93
11321	en	fifa	2019-02-05	72
11331	en	fifa	2019-02-06	80
11341	en	fifa	2019-02-07	91
11351	en	fifa	2019-02-08	80
11361	en	fifa	2019-02-09	47
11371	en	fifa	2019-02-10	80
11381	en	fifa	2019-02-11	66
11391	en	fifa	2019-02-12	127
11401	en	fifa	2019-02-13	76
11411	en	fifa	2019-02-14	141
11421	en	fifa	2019-02-15	68
11431	en	fifa	2019-02-16	56
11441	en	fifa	2019-02-17	62
11451	en	fifa	2019-02-18	72
11461	en	fifa	2019-02-19	75
11471	en	fifa	2019-02-20	74
11481	en	fifa	2019-02-21	68
11491	en	fifa	2019-02-22	61
11501	en	fifa	2019-02-23	75
11511	en	fifa	2019-02-24	66
11521	en	fifa	2019-02-25	110
11531	en	fifa	2019-02-26	90
11541	en	fifa	2019-02-27	75
11551	en	fifa	2019-02-28	76
11561	en	fifa	2019-03-01	63
11571	en	fifa	2019-03-02	52
11581	en	fifa	2019-03-03	64
11591	en	fifa	2019-03-04	65
11601	en	fifa	2019-03-05	74
11611	en	fifa	2019-03-06	61
11621	en	fifa	2019-03-07	69
11631	en	fifa	2019-03-08	74
11641	en	fifa	2019-03-09	63
11651	en	fifa	2019-03-10	90
11661	en	fifa	2019-03-11	77
11671	en	fifa	2019-03-12	78
11681	en	fifa	2019-03-13	75
11691	en	fifa	2019-03-14	74
11701	en	fifa	2019-03-15	96
11711	en	fifa	2019-03-16	101
11721	en	fifa	2019-03-17	86
11731	en	fifa	2019-03-18	67
11741	en	fifa	2019-03-19	79
11751	en	fifa	2019-03-20	91
11761	en	fifa	2019-03-21	87
11771	en	fifa	2019-03-22	82
11781	en	fifa	2019-03-23	100
11791	en	fifa	2019-03-24	116
11801	en	fifa	2019-03-25	101
11811	en	fifa	2019-03-26	97
11821	en	fifa	2019-03-27	79
11831	en	fifa	2019-03-28	378
11841	en	fifa	2019-03-29	52
11851	en	fifa	2019-03-30	63
11861	en	fifa	2019-03-31	53
11871	en	fifa	2019-04-01	63
11881	en	fifa	2019-04-02	68
11891	en	fifa	2019-04-03	69
11901	en	fifa	2019-04-04	64
11911	en	fifa	2019-04-05	57
11921	en	fifa	2019-04-06	43
11931	en	fifa	2019-04-07	91
11941	en	fifa	2019-04-08	338
11951	en	fifa	2019-04-09	131
11961	en	fifa	2019-04-10	92
11971	en	fifa	2019-04-11	67
11981	en	fifa	2019-04-12	74
11991	en	fifa	2019-04-13	44
12001	en	fifa	2019-04-14	71
12011	en	fifa	2019-04-15	52
12021	en	fifa	2019-04-16	92
12031	en	fifa	2019-04-17	74
12041	en	fifa	2019-04-18	68
12051	en	fifa	2019-04-19	64
12061	en	fifa	2019-04-20	65
12071	en	fifa	2019-04-21	52
12081	en	fifa	2019-04-22	63
12091	en	fifa	2019-04-23	54
12101	en	fifa	2019-04-24	70
12111	en	fifa	2019-04-25	56
12121	en	fifa	2019-04-26	78
12131	en	fifa	2019-04-27	59
12141	en	fifa	2019-04-28	52
12151	en	fifa	2019-04-29	82
12161	en	fifa	2019-04-30	61
12171	en	fifa	2019-05-01	58
12181	en	fifa	2019-05-02	83
12191	en	fifa	2019-05-03	89
12201	en	fifa	2019-05-04	41
12211	en	fifa	2019-05-05	59
12221	en	fifa	2019-05-06	178
12231	en	fifa	2019-05-07	208
12241	en	fifa	2019-05-08	102
12251	en	fifa	2019-05-09	169
12261	en	fifa	2019-05-10	195
12271	en	fifa	2019-05-11	198
12281	en	fifa	2019-05-12	209
12291	en	fifa	2019-05-13	211
12301	en	fifa	2019-05-14	196
12311	en	fifa	2019-05-15	155
12321	en	fifa	2019-05-16	144
12331	en	fifa	2019-05-17	138
12341	en	fifa	2019-05-18	122
12351	en	fifa	2019-05-19	110
12361	en	fifa	2019-05-20	108
12371	en	fifa	2019-05-21	138
12381	en	fifa	2019-05-22	137
12391	en	fifa	2019-05-23	148
12401	en	fifa	2019-05-24	138
12411	en	fifa	2019-05-25	108
12421	en	fifa	2019-05-26	139
12431	en	fifa	2019-05-27	140
12441	en	fifa	2019-05-28	141
12451	en	fifa	2019-05-29	280
12461	en	fifa	2019-05-30	147
12471	en	fifa	2019-05-31	113
12481	en	fifa	2019-06-01	128
12491	en	fifa	2019-06-02	103
12501	en	fifa	2019-06-03	114
12511	en	fifa	2019-06-04	154
12521	en	fifa	2019-06-05	150
12531	en	fifa	2019-06-06	155
12541	en	fifa	2019-06-07	145
12551	en	fifa	2019-06-08	163
12561	en	fifa	2019-06-09	161
12571	en	fifa	2019-06-10	154
12581	en	fifa	2019-06-11	179
12591	en	fifa	2019-06-12	150
12601	en	fifa	2019-06-13	168
12611	en	fifa	2019-06-14	150
12621	en	fifa	2019-06-15	166
12631	en	fifa	2019-06-16	172
12641	en	fifa	2019-06-17	182
12651	en	fifa	2019-06-18	206
12661	en	fifa	2019-06-19	146
12671	en	fifa	2019-06-20	247
12681	en	fifa	2019-06-21	128
12691	en	fifa	2019-06-22	110
12701	en	fifa	2019-06-23	123
12711	en	fifa	2019-06-24	161
12721	en	fifa	2019-06-25	159
12731	en	fifa	2019-06-26	155
12741	en	fifa	2019-06-27	140
12751	en	fifa	2019-06-28	121
12761	en	fifa	2019-06-29	108
12771	en	fifa	2019-06-30	97
12781	en	fifa	2019-07-01	103
12791	en	fifa	2019-07-02	109
12801	en	fifa	2019-07-03	129
12811	en	fifa	2019-07-04	98
12821	en	fifa	2019-07-05	100
12831	en	fifa	2019-07-06	109
12841	en	fifa	2019-07-07	227
12851	en	fifa	2019-07-08	212
12861	en	fifa	2019-07-09	127
12871	en	fifa	2019-07-10	141
12881	en	fifa	2019-07-11	103
12891	en	fifa	2019-07-12	88
12901	en	fifa	2019-07-13	86
12911	en	fifa	2019-07-14	82
12921	en	fifa	2019-07-15	109
12931	en	fifa	2019-07-16	85
12941	en	fifa	2019-07-17	95
12951	en	fifa	2019-07-18	83
12961	en	fifa	2019-07-19	82
12971	en	fifa	2019-07-20	63
12981	en	fifa	2019-07-21	52
12991	en	fifa	2019-07-22	63
13001	en	fifa	2019-07-23	69
13011	en	fifa	2019-07-24	76
13021	en	fifa	2019-07-25	78
13031	en	fifa	2019-07-26	79
13041	en	fifa	2019-07-27	53
13051	en	fifa	2019-07-28	79
13061	en	fifa	2019-07-29	72
13071	en	fifa	2019-07-30	70
13081	en	fifa	2019-07-31	60
13091	en	fifa	2019-08-01	48
13101	en	fifa	2019-08-02	67
13111	en	fifa	2019-08-03	62
13121	en	fifa	2019-08-04	52
13131	en	fifa	2019-08-05	61
13141	en	fifa	2019-08-06	50
13151	en	fifa	2019-08-07	62
