x
18.973
23.6888
11.4406
15.7808
8.9354
13.1528
23.8984
8.3003
22.387
18.2552
9.2239
18.8414
12.4082
17.6664
22.2022
8.5955
20.0815
21.3314
20.6862
6.5466
9.5286
22.478
18.6372
0.4266
8.2047
8.3192
14.863
16.8351
17.0151
21.2735
6.0084
9.7257
14.3519
8.4642
18.2951
8.9581
22.3527
9.0542
18.223
21.1222
20.3117
22.7183
8.8493
10.4545
22.8113
12.8245
6.9723
8.3439
11.583
23.5339
18.5612
6.6836
20.782
8.7106
16.1261
20.6918
18.1343
18.2515
13.5631
19.2343
10.3619
21.4714
16.0385
23.7221
10.6337
15.9856
22.9767
20.702
18.0851
16.0536
22.1536
18.7734
7.7053
22.9308
10.547
21.6973
20.1386
23.5356
15.4606
10.152
0.1405
7.7463
18.8146
16.7864
14.7353
9.975
12.7538
11.2105
20.379
12.0637
9.9969
12.529
22.8404
23.1391
22.7707
9.8047
11.563
16.7874
21.1445
23.259
9.76
0.788
8.4515
11.6774
16.4285
18.1897
16.2325
22.6595
12.7479
16.444
17.2881
21.4902
18.016
10.7137
8.5458
23.6901
14.2083
17.7651
10.1697
10.6821
12.2329
7.6369
8.0208
16.0366
7.2398
18.1987
12.6264
7.6007
9.6046
10.0509
23.305
7.2582
21.9177
11.4869
8.3583
10.1733
11.8642
15.0983
23.4046
9.7754
16.0459
12.458
21.2583
23.3986
9.1304
23.1143
19.4545
18.5431
12.5602
11.4389
21.7133
21.4059
20.8073
7.0412
12.4719
8.9431
10.6648
16.5621
17.1337
9.182
22.0326
23.8917
17.0638
9.9139
16.3885
12.2424
22.513
10.5398
16.2355
6.6544
0.6514
5.8112
16.6614
7.6898
7.2243
22.0907
12.9462
9.7194
10.0183
18.9136
21.3847
11.0244
22.6422
11.0541
11.9199
19.0149
22.3333
9.967
18.7885
8.0831
8.9528
10.8107
11.615
11.284
22.4134
8.6314
16.7185
5.9282
11.5593
17.7925
13.4441
21.2095
8.3568
10.1498
13.3617
11.9535
21.1665
20.5498
8.1099
22.3046
21.7983
9.0535
23.4913
22.7009
9.4011
22.9091
16.4234
9.5458
0.4532
14.6272
6.014
19.5146
16.5612
10.1369
11.52
21.8322
23.3519
12.5831
16.5677
7.7672
20.3297
22.0753
13.7954
22.5412
16.8965
7.5211
0.8312
16.0565
17.5079
1.0772
23.9453
20.837
20.5244
23.6449
22.0692
8.913
0.8645
0.0591
14.3231
23.5841
6.8694
20.9961
19.1537
17.9963
7.4409
9.7075
19.4725
8.3533
9.3023
23.1602
8.1215
10.4792
10.7497
17.8311
19.7779
7.6935
9.5247
20.348
8.7151
22.4254
22.3112
18.548
22.9929
8.2971
7.1823
7.8036
19.8726
13.9139
9.7528
8.4142
22.4161
22.5397
15.439
11.5511
7.6439
18.8023
12.753
22.6135
13.7468
12.0369
9.8529
6.5407
23.3668
22.7503
1.1403
17.4669
23.2162
12.2722
8.572
15.9234
19.2933
19.2403
15.9441
23.8923
15.892
11.8165
21.8787
17.8312
20.3601
22.3012
8.7847
20.8296
11.8522
14.0795
23.4201
23.2818
22.2361
19.1948
12.4668
12.4542
15.0169
16.9489
7.4454
8.7095
12.7773
11.0365
11.2817
9.029
16.1985
22.5348
11.9429
23.4885
20.827
8.6374
7.3215
9.1748
7.4909
6.881
5.3412
14.3908
12.1749
21.234
10.9388
15.3329
21.2801
20.7678
19.0756
23.535
21.7586
22.7939
8.9877
5.7733
13.7472
8.3032
22.1271
22.5353
11.8429
21.455
10.2345
11.0807
10.5017
8.6361
18.3871
16.7475
7.6159
18.9051
1.3342
17.0599
19.3037
20.5346
10.1178
21.4802
17.1122
8.5789
17.9152
11.8799
8.0895
7.8064
0.539
18.2891
8.6418
18.5008
16.4555
13.5558
2.76
0.8276
16.2495
21.5364
10.2659
9.7715
15.3071
11.8415
21.06
9.7576
13.3511
22.007
15.7965
17.0867
19.2612
8.7785
23.2574
12.1604
10.3307
6.167
9.0419
18.597
18.6675
20.497
6.9951
18.9349
10.3968
8.8825
8.4133
10.3764
22.4499
16.571
11.1708
6.2931
17.9029
19.1069
9.447
23.3958
9.5831
21.3803
11.7392
22.7513
7.6355
23.8043
10.1694
20.8087
8.5171
22.984
8.2709
11.5695
23.5481
10.2337
0.8289
11.4439
23.022
8.6334
13.7529
17.008
13.3707
10.5415
21.0855
17.1516
20.7753
8.1705
22.3367
18.395
1.2976
11.0766
15.351
22.7015
9.0603
7.7416
20.4586
20.9331
9.7192
17.3082
11.0813
23.6455
8.1889
10.2802
11.6616
13.3301
9.9944
22.8464
14.515
11.0542
23.2828
11.3374
9.3823
21.0955
8.0831
10.3458
22.025
9.0389
1.4381
7.6861
20.7533
14.7
23.8837
23.7312
14.1449
19.7718
23.2849
10.5127
11.6578
15.3221
22.7907
9.6644
9.2733
21.1595
8.2352
8.8826
11.5513
22.7068
16.2682
17.2667
