price	bus_min	walk_min	shikirei	area	years	floor	ac	closet	flooring	balcony	train_min	num_exchange	num_stations	train_fare	km	station
70000	0	8	0	18	4	1	1	1	1	1	15	1	5	200	9.2	chitose_funabashi
60000	0	5	4	23.6	10	0	0	1	0	0	15	1	5	200	9.2	chitose_funabashi
65000	0	13	3	22.87	6	0	1	1	0	0	15	1	5	200	9.2	chitose_funabashi
65000	0	5	4	25	9	0	1	1	0	0	15	1	5	200	9.2	chitose_funabashi
68000	0	6	4	20.09	7	1	0	1	0	1	15	1	5	200	9.2	chitose_funabashi
74000	0	4	4	19.87	4	1	1	0	0	0	15	1	5	200	9.2	chitose_funabashi
80000	0	7	4	27.6	5	1	1	0	1	1	15	1	5	200	9.2	chitose_funabashi
103500	0	8	4	31.67	5	1	1	1	1	1	15	1	5	200	9.2	chitose_funabashi
52500	0	6	3	10.94	11	1	1	0	0	1	15	1	5	200	9.2	chitose_funabashi
52000	0	5	4	16.34	6	0	1	1	1	1	15	1	5	200	9.2	chitose_funabashi
79000	0	1	2	19	3	1	1	1	0	1	15	1	5	200	9.2	chitose_funabashi
80000	0	7	3	22	3	1	0	1	1	1	15	1	5	200	9.2	chitose_funabashi
67000	0	2	4	21.06	10	1	0	1	0	1	15	1	5	200	9.2	chitose_funabashi
68000	0	4	4	18	4	1	1	1	1	1	15	1	5	200	9.2	chitose_funabashi
75000	0	5	4	20.46	4	1	0	1	1	1	15	1	5	200	9.2	chitose_funabashi
75000	0	2	4	18.7	0	1	1	1	1	0	15	1	5	200	9.2	chitose_funabashi
80000	0	7	4	27.6	5	1	1	0	1	1	15	1	5	200	9.2	chitose_funabashi
57000	0	10	2	20.28	15	1	0	1	0	1	17	1	6	200	10.6	soshigaya_okura
65500	0	10	1	20	8	1	0	1	0	0	17	1	6	200	10.6	soshigaya_okura
66000	0	3	0.4	19	5	0	1	1	1	0	17	1	6	200	10.6	soshigaya_okura
70500	0	15	4	19.87	5	1	1	1	1	1	17	1	6	200	10.6	soshigaya_okura
68000	0	18	4	16.92	8	1	1	0	1	1	17	1	6	200	10.6	soshigaya_okura
70000	0	5	4	24	6	0	0	1	0	0	17	1	6	200	10.6	soshigaya_okura
72000	0	8	4	17.2	0	0	1	1	1	0	17	1	6	200	10.6	soshigaya_okura
72000	0	7	3	21.64	7	0	1	1	1	1	17	1	6	200	10.6	soshigaya_okura
75000	0	4	4	19.25	4	1	1	1	0	1	17	1	6	200	10.6	soshigaya_okura
75000	0	18	4	29.51	6	0	1	1	1	1	17	1	6	200	10.6	soshigaya_okura
78000	0	8	3	23.44	3	0	1	1	1	0	17	1	6	200	10.6	soshigaya_okura
75000	0	8	2	19	3	0	1	1	1	1	17	1	6	200	10.6	soshigaya_okura
73000	0	11	4	20.09	2	0	1	0	1	0	17	1	6	200	10.6	soshigaya_okura
80000	0	5	4	21.09	4	1	1	1	0	1	17	1	6	200	10.6	soshigaya_okura
82000	0	10	4	22.09	4	0	1	1	1	1	17	1	6	200	10.6	soshigaya_okura
90000	0	5	4	27	7	1	1	1	1	1	17	1	6	200	10.6	soshigaya_okura
90000	0	5	3	24.09	1	1	1	1	1	1	17	1	6	200	10.6	soshigaya_okura
90000	0	8	4	34.78	1	0	1	0	1	1	17	1	6	200	10.6	soshigaya_okura
95000	0	15	3	32.29	5	1	1	1	1	1	17	1	6	200	10.6	soshigaya_okura
63000	0	10	4	14.47	4	1	1	0	0	0	17	1	6	200	10.6	soshigaya_okura
64000	0	12	4	16.76	8	0	1	0	0	1	17	1	6	200	10.6	soshigaya_okura
65000	0	14	4	17.7	4	0	1	1	1	1	17	1	6	200	10.6	soshigaya_okura
67000	0	1	4	19	5	1	1	1	0	0	17	1	6	200	10.6	soshigaya_okura
72000	0	13	4	23.59	6	1	1	1	1	0	17	1	6	200	10.6	soshigaya_okura
73000	0	8	3	24	4	1	1	0	1	0	17	1	6	200	10.6	soshigaya_okura
75000	0	7	4	23.14	7	0	1	1	1	0	17	1	6	200	10.6	soshigaya_okura
62000	0	15	4	17.39	6	0	1	1	0	0	17	1	6	200	10.6	soshigaya_okura
66000	0	4	3	17.16	9	1	1	1	0	1	17	1	6	200	10.6	soshigaya_okura
74000	0	7	4	21.87	10	1	1	1	0	1	17	1	6	200	10.6	soshigaya_okura
88000	0	3	3	24.49	4	0	1	0	1	1	17	1	6	200	10.6	soshigaya_okura
90000	0	3	4	24.09	1	1	1	1	1	1	17	1	6	200	10.6	soshigaya_okura
60000	0	8	4	17.95	9	1	0	1	0	1	17	1	6	200	10.6	soshigaya_okura
80000	0	12	4	21.5	3	0	1	1	1	0	17	1	6	200	10.6	soshigaya_okura
56500	0	4	3	16	8	1	1	1	0	1	17	1	6	200	10.6	soshigaya_okura
59000	0	7	4	21	13	0	0	1	0	1	17	1	6	200	10.6	soshigaya_okura
62000	0	11	4	15.2	5	1	1	0	1	1	17	1	6	200	10.6	soshigaya_okura
70000	0	8	4	16.47	4	0	1	1	1	1	17	1	6	200	10.6	soshigaya_okura
70000	0	7	4	17.35	5	1	1	1	1	0	17	1	6	200	10.6	soshigaya_okura
76000	0	7	4	21.87	10	1	1	1	0	1	17	1	6	200	10.6	soshigaya_okura
165000	0	10	4	45.95	3	1	1	1	0	1	17	1	6	200	10.6	soshigaya_okura
61000	0	3	3	19.87	7	0	1	1	0	0	17	1	6	200	10.6	soshigaya_okura
67000	0	8	2	32	12	0	0	1	0	0	17	1	6	200	10.6	soshigaya_okura
68000	0	8	4	16.47	4	0	1	1	1	1	17	1	6	200	10.6	soshigaya_okura
75000	0	2	3	16.74	3	1	1	1	0	0	17	1	6	200	10.6	soshigaya_okura
76000	0	7	4	21.87	10	1	1	1	0	1	17	1	6	200	10.6	soshigaya_okura
96000	0	13	4	27.31	3	1	1	1	0	0	17	1	6	200	10.6	soshigaya_okura
160000	0	10	4	40.15	4	1	1	1	0	0	17	1	6	200	10.6	soshigaya_okura
50000	0	16	2	16.2	10	0	0	1	0	0	14	1	0	200	11.6	seijo_gakuen_mae
57000	0	15	3	18.63	10	1	0	1	0	0	14	1	0	200	11.6	seijo_gakuen_mae
64000	0	4	2	15.15	10	1	1	0	0	1	14	1	0	200	11.6	seijo_gakuen_mae
68200	0	2	2	14.04	10	1	1	0	0	1	14	1	0	200	11.6	seijo_gakuen_mae
72200	0	2	1	14.04	11	0	1	1	0	1	14	1	0	200	11.6	seijo_gakuen_mae
62000	0	7	3	16.16	7	0	0	0	0	0	14	1	0	200	11.6	seijo_gakuen_mae
65000	0	12	4	19	6	1	1	1	1	1	14	1	0	200	11.6	seijo_gakuen_mae
65000	0	2	4	18	11	1	1	0	0	1	14	1	0	200	11.6	seijo_gakuen_mae
69000	0	5	4	23	13	0	1	1	0	1	14	1	0	200	11.6	seijo_gakuen_mae
72000	0	10	4	19.87	4	1	1	1	1	1	14	1	0	200	11.6	seijo_gakuen_mae
77000	0	8	4	18	4	1	1	1	1	1	14	1	0	200	11.6	seijo_gakuen_mae
80000	0	2	4	20.09	7	1	0	1	0	1	14	1	0	200	11.6	seijo_gakuen_mae
80000	0	15	4	18	4	1	1	0	1	1	14	1	0	200	11.6	seijo_gakuen_mae
90000	0	8	2	23	2	0	1	0	0	0	14	1	0	200	11.6	seijo_gakuen_mae
115000	0	10	3	31.2	6	1	1	1	0	1	14	1	0	200	11.6	seijo_gakuen_mae
60000	0	15	3	18.63	10	0	1	1	0	0	14	1	0	200	11.6	seijo_gakuen_mae
68000	0	2	3	13.8	11	1	0	0	0	1	14	1	0	200	11.6	seijo_gakuen_mae
65000	0	2	2	16.6	7	1	1	1	0	1	14	1	0	200	11.6	seijo_gakuen_mae
76000	8	2	3	22.41	8	0	1	1	0	1	14	1	0	200	11.6	seijo_gakuen_mae
63000	0	14	4	16	4	1	1	0	0	1	14	1	0	200	11.6	seijo_gakuen_mae
64000	0	15	2	20.46	2	0	1	1	0	0	14	1	0	200	11.6	seijo_gakuen_mae
68000	0	2	2	14.37	11	1	1	0	0	1	14	1	0	200	11.6	seijo_gakuen_mae
66000	0	8	2	20.28	10	0	1	1	0	0	14	1	0	200	11.6	seijo_gakuen_mae
69000	0	13	3	22.77	2	1	1	1	0	1	14	1	0	200	11.6	seijo_gakuen_mae
71000	0	2	4	14.03	11	1	1	1	0	1	14	1	0	200	11.6	seijo_gakuen_mae
77000	0	2	4	20.09	7	0	0	1	0	1	14	1	0	200	11.6	seijo_gakuen_mae
164000	0	3	5	50.25	10	1	0	1	0	1	14	1	0	200	11.6	seijo_gakuen_mae
180000	0	18	6	56.88	7	1	1	1	0	1	14	1	0	200	11.6	seijo_gakuen_mae
68200	0	2	3	14.03	10	0	1	0	0	1	14	1	0	200	11.6	seijo_gakuen_mae
72000	0	2	4	17.39	4	0	1	1	1	0	14	1	0	200	11.6	seijo_gakuen_mae
66200	0	2	4	14.04	11	1	1	1	0	1	14	1	0	200	11.6	seijo_gakuen_mae
70000	0	2	3	14.03	11	1	1	1	0	1	14	1	0	200	11.6	seijo_gakuen_mae
68000	0	6	4	22.8	11	1	0	1	0	1	14	1	0	200	11.6	seijo_gakuen_mae
74000	0	10	2	16.47	3	1	1	1	1	1	14	1	0	200	11.6	seijo_gakuen_mae
82000	0	5	4	20	4	1	1	1	1	1	14	1	0	200	11.6	seijo_gakuen_mae
90000	0	7	4	24.24	6	1	1	1	1	1	14	1	0	200	11.6	seijo_gakuen_mae
92000	0	10	4	28	2	1	1	1	1	0	14	1	0	200	11.6	seijo_gakuen_mae
94000	0	4	2	22.74	10	1	1	0	0	1	14	1	0	200	11.6	seijo_gakuen_mae
70000	0	10	3	24.9	6	1	1	1	0	1	14	1	0	200	11.6	seijo_gakuen_mae
76000	15	1	3	31	7	1	0	1	1	1	14	1	0	200	11.6	seijo_gakuen_mae
53000	0	17	4	20	8	1	0	1	0	0	15	1	1	200	12.7	kitami
54000	0	12	3	19	6	0	0	0	0	0	15	1	1	200	12.7	kitami
55000	0	10	2	19.86	16	1	1	1	0	0	15	1	1	200	12.7	kitami
54000	0	5	3	20	10	0	0	1	0	0	15	1	1	200	12.7	kitami
57000	0	8	4	17.95	7	1	1	1	0	1	15	1	1	200	12.7	kitami
56000	0	8	4	17.87	4	0	0	0	1	1	15	1	1	200	12.7	kitami
58000	0	4	4	18.5	3	1	1	1	0	1	15	1	1	200	12.7	kitami
61000	0	12	2	18.94	0	1	1	1	1	1	15	1	1	200	12.7	kitami
63000	0	7	4	16	5	1	1	1	0	0	15	1	1	200	12.7	kitami
62000	0	12	2	19.76	0	1	1	1	1	1	15	1	1	200	12.7	kitami
66000	0	13	3	19.8	10	0	1	1	0	1	15	1	1	200	12.7	kitami
68000	0	3	3	18.08	4	0	1	0	1	0	15	1	1	200	12.7	kitami
70000	0	12	4	20.07	4	1	0	0	1	1	15	1	1	200	12.7	kitami
71000	0	6	4	23	3	0	1	0	0	1	15	1	1	200	12.7	kitami
67000	0	7	3	23	11	0	1	1	0	0	15	1	1	200	12.7	kitami
72000	0	5	4	17.39	1	1	1	1	1	1	15	1	1	200	12.7	kitami
74000	0	5	4	19.87	7	1	1	1	1	1	15	1	1	200	12.7	kitami
69500	0	2	2	18.04	7	1	1	1	0	1	15	1	1	200	12.7	kitami
67000	0	6	3	23	3	0	1	1	0	1	15	1	1	200	12.7	kitami
44000	0	12	2	24.33	20	1	0	1	0	0	15	1	1	200	12.7	kitami
50000	0	20	2	24	15	1	0	1	0	1	15	1	1	200	12.7	kitami
60000	0	10	3	20.56	10	1	1	1	0	1	15	1	1	200	12.7	kitami
66000	0	10	4	19.96	2	0	1	1	0	1	15	1	1	200	12.7	kitami
65000	0	5	4	20.46	2	0	1	1	1	0	15	1	1	200	12.7	kitami
67000	0	6	3	23	3	0	1	1	0	1	15	1	1	200	12.7	kitami
68000	0	16	4	24.12	0	1	1	1	1	1	15	1	1	200	12.7	kitami
68000	0	3	3	20	5	0	1	1	1	0	15	1	1	200	12.7	kitami
70000	0	5	3	18.22	4	1	1	1	1	0	15	1	1	200	12.7	kitami
51000	0	15	2	23.36	17	1	1	1	0	0	15	1	1	200	12.7	kitami
70000	0	5	3	21.92	9	1	1	1	0	1	15	1	1	200	12.7	kitami
67000	0	9	3	22	6	0	1	1	0	0	15	1	1	200	12.7	kitami
70000	0	12	4	23.77	4	0	1	1	1	1	15	1	1	200	12.7	kitami
66000	0	10	4	19.96	2	0	1	1	0	1	15	1	1	200	12.7	kitami
65000	0	8	2	22	5	1	1	1	1	1	15	1	1	200	12.7	kitami
70000	0	5	4	19.87	7	0	1	1	1	1	15	1	1	200	12.7	kitami
79000	0	5	2	24.8	4	1	1	1	1	0	15	1	1	200	12.7	kitami
57000	0	10	1	23.89	12	1	1	1	0	0	15	1	1	200	12.7	kitami
57000	0	6	2	22.27	15	1	1	1	0	0	15	1	1	200	12.7	kitami
62000	0	2	4	19.6	11	0	1	1	0	0	15	1	1	200	12.7	kitami
61000	0	12	2	28.98	15	1	0	1	1	1	15	1	1	200	12.7	kitami
46000	0	16	2	24.3	14	0	0	1	0	0	17	1	2	230	13.8	komae
49000	0	14	2	10.2	6	1	1	1	1	1	17	1	2	230	13.8	komae
52000	0	15	2	17.95	8	0	0	1	0	0	17	1	2	230	13.8	komae
51000	0	14	2	22.68	13	1	1	1	0	1	17	1	2	230	13.8	komae
52000	0	12	2	12.83	5	0	1	0	1	1	17	1	2	230	13.8	komae
51000	0	13	3	20.57	9	0	1	1	0	0	17	1	2	230	13.8	komae
55000	15	2	4	20.46	5	1	1	1	0	1	17	1	2	230	13.8	komae
56000	0	5	2	10	4	0	1	1	1	0	17	1	2	230	13.8	komae
61500	0	9	4	18.69	9	0	1	0	0	1	17	1	2	230	13.8	komae
60000	0	6	4	20.46	6	0	0	1	0	0	17	1	2	230	13.8	komae
60000	0	6	4	19	10	1	0	0	0	1	17	1	2	230	13.8	komae
61000	0	16	4	22.77	0	0	1	1	1	0	17	1	2	230	13.8	komae
59000	0	8	3	22.33	7	1	1	0	0	1	17	1	2	230	13.8	komae
62000	0	15	3	17.76	3	0	1	1	1	1	17	1	2	230	13.8	komae
66000	0	5	4	16.74	0	0	1	1	1	0	17	1	2	230	13.8	komae
64000	0	7	3	18.36	1	0	1	1	1	0	17	1	2	230	13.8	komae
67000	0	5	4	16.74	0	0	1	1	1	0	17	1	2	230	13.8	komae
67000	0	7	4	19.87	2	0	1	0	0	0	17	1	2	230	13.8	komae
68000	0	5	4	16.74	0	1	1	1	1	1	17	1	2	230	13.8	komae
67000	0	1	3	18.35	7	1	1	1	1	1	17	1	2	230	13.8	komae
72000	0	6	4	20.93	4	0	1	0	1	1	17	1	2	230	13.8	komae
70000	0	6	2	23.77	4	1	0	1	0	1	17	1	2	230	13.8	komae
75000	0	3	4	23	4	1	1	1	1	1	17	1	2	230	13.8	komae
82000	0	5	3	26.4	5	1	1	1	0	1	17	1	2	230	13.8	komae
86000	0	4	4	22.95	1	1	1	0	1	1	17	1	2	230	13.8	komae
95000	0	9	4	24	2	0	1	0	0	1	17	1	2	230	13.8	komae
50000	0	15	2	11.58	6	1	1	1	1	0	17	1	2	230	13.8	komae
65000	0	3	4	21.43	4	0	1	1	1	0	17	1	2	230	13.8	komae
79000	0	5	3	26.4	5	0	1	1	0	1	17	1	2	230	13.8	komae
52000	0	15	2	12.09	6	1	1	1	1	1	17	1	2	230	13.8	komae
51000	0	8	2	22.68	7	0	1	1	0	0	17	1	2	230	13.8	komae
51000	0	9	1	14.31	18	1	1	1	1	0	17	1	2	230	13.8	komae
53000	0	13	3	20.57	9	1	1	1	0	0	17	1	2	230	13.8	komae
52000	0	7	2	19.87	12	1	0	1	0	0	17	1	2	230	13.8	komae
54000	0	7	4	17.71	7	0	1	1	1	0	17	1	2	230	13.8	komae
56000	0	5	3	22.68	11	1	1	1	0	1	17	1	2	230	13.8	komae
59000	0	5	2	16	5	1	1	1	0	0	17	1	2	230	13.8	komae
59000	0	13	3	17.35	7	1	1	1	1	1	17	1	2	230	13.8	komae
62000	0	8	2	20.69	8	0	1	1	0	0	17	1	2	230	13.8	komae
61000	0	15	2	20.24	6	1	1	1	0	1	17	1	2	230	13.8	komae
68000	0	12	3	23.77	3	1	1	1	0	1	17	1	2	230	13.8	komae
72000	0	9	2	26.49	3	0	1	1	0	1	17	1	2	230	13.8	komae
72000	0	6	4	23.25	4	0	1	1	1	0	17	1	2	230	13.8	komae
46000	0	8	2	18.21	22	0	1	1	1	0	17	1	2	230	13.8	komae
61000	0	20	2	20.24	6	1	1	1	0	1	17	1	2	230	13.8	komae
62000	0	12	4	20.46	7	0	0	1	0	1	17	1	2	230	13.8	komae
72400	0	5	4	21.53	0	0	1	1	1	0	17	1	2	230	13.8	komae
52000	0	15	2	11.58	6	1	1	1	1	0	17	1	2	230	13.8	komae
60000	0	4	2	13.29	10	1	0	0	0	1	17	1	2	230	13.8	komae
62000	0	5	2	18.08	8	1	0	1	0	1	17	1	2	230	13.8	komae
55000	0	10	2	12.4	6	1	1	0	1	0	18	1	3	230	14.4	izumi_tamagawa
56000	0	6	2	24.84	10	0	0	1	0	0	18	1	3	230	14.4	izumi_tamagawa
63000	0	3	2	21.51	3	0	0	1	0	0	18	1	3	230	14.4	izumi_tamagawa
61000	0	7	3	18.6	4	1	1	0	1	0	18	1	3	230	14.4	izumi_tamagawa
64000	0	8	4	20.09	0	0	1	1	0	1	18	1	3	230	14.4	izumi_tamagawa
60500	0	5	2	23.77	10	0	0	0	0	1	18	1	3	230	14.4	izumi_tamagawa
66000	0	4	4	17.14	8	1	0	1	1	1	18	1	3	230	14.4	izumi_tamagawa
65000	0	7	3	20	4	0	1	0	1	0	18	1	3	230	14.4	izumi_tamagawa
73000	0	1	2	24.3	9	0	1	1	0	1	18	1	3	230	14.4	izumi_tamagawa
75000	0	9	2	26.49	3	0	1	1	0	1	18	1	3	230	14.4	izumi_tamagawa
92000	0	1	4	29.3	1	0	1	1	1	1	18	1	3	230	14.4	izumi_tamagawa
59000	0	10	2	19.83	6	1	0	1	1	1	18	1	3	230	14.4	izumi_tamagawa
66000	0	8	4	20.09	0	1	1	1	0	0	18	1	3	230	14.4	izumi_tamagawa
68000	0	2	3	20.6	5	0	1	1	1	1	18	1	3	230	14.4	izumi_tamagawa
97000	0	3	4	27.22	2	1	1	1	1	1	18	1	3	230	14.4	izumi_tamagawa
56000	0	15	2	22.68	13	1	1	1	0	1	18	1	3	230	14.4	izumi_tamagawa
53000	0	4	2	22	10	1	1	1	0	0	18	1	3	230	14.4	izumi_tamagawa
55000	0	15	2	19.44	11	1	0	1	0	0	18	1	3	230	14.4	izumi_tamagawa
59000	0	7	3	18.6	4	0	1	0	1	0	18	1	3	230	14.4	izumi_tamagawa
66000	0	6	2	23.18	4	1	1	1	1	0	18	1	3	230	14.4	izumi_tamagawa
89000	0	2	3	29.1	2	1	1	1	1	1	18	1	3	230	14.4	izumi_tamagawa
60000	0	8	2	17.01	3	1	1	1	1	0	18	1	3	230	14.4	izumi_tamagawa
62000	0	12	1	19.8	7	0	1	0	1	0	18	1	3	230	14.4	izumi_tamagawa
65000	0	1	2	13	4	1	1	1	1	0	18	1	3	230	14.4	izumi_tamagawa
69000	0	3	3	19.91	6	1	1	1	1	1	18	1	3	230	14.4	izumi_tamagawa
85000	0	3	4	27.22	2	0	1	1	1	1	18	1	3	230	14.4	izumi_tamagawa
55000	0	10	2	12.4	6	1	1	0	1	0	18	1	3	230	14.4	izumi_tamagawa
57000	0	5	3	21.18	9	0	0	0	0	0	18	2	0	230	15.2	noborito
63000	0	5	3	23.1	6	0	0	0	0	1	18	2	0	230	15.2	noborito
68000	0	4	2	18.43	3	1	1	0	1	1	18	2	0	230	15.2	noborito
65500	0	8	4	20	9	0	1	1	1	1	18	2	0	230	15.2	noborito
69000	0	9	4	19.5	2	1	1	1	0	1	18	2	0	230	15.2	noborito
47500	0	8	2	23.18	14	1	0	1	0	1	18	2	0	230	15.2	noborito
64000	0	9	4	20.71	0	0	1	1	0	1	18	2	0	230	15.2	noborito
49000	0	6	2	19.61	11	1	0	1	0	1	18	2	0	230	15.2	noborito
63000	0	3	4	16.35	1	1	1	1	1	1	18	2	0	230	15.2	noborito
72000	0	3	4	17.5	3	1	1	1	0	1	18	2	0	230	15.2	noborito
60000	0	10	4	16.74	2	1	1	1	1	1	18	2	0	230	15.2	noborito
68000	0	6	4	24.94	9	0	0	1	1	1	18	2	0	230	15.2	noborito
55000	0	13	4	17.85	1	0	1	1	1	0	18	2	0	230	15.2	noborito
52000	0	8	2	24.83	15	1	0	1	0	1	18	2	0	230	15.2	noborito
55000	0	10	4	16.74	2	0	1	1	1	1	18	2	0	230	15.2	noborito
62000	0	8	2	19.8	7	1	1	0	0	0	18	2	0	230	15.2	noborito
49000	13	1	4	21	2	0	1	1	0	0	19	1	0	230	15.8	mukogaoka_yuen
50500	0	10	3	21	8	0	0	1	0	0	19	1	0	230	15.8	mukogaoka_yuen
52000	0	8	2	15.75	10	1	1	0	0	0	19	1	0	230	15.8	mukogaoka_yuen
58000	0	13	3	18.18	13	0	1	0	0	0	19	1	0	230	15.8	mukogaoka_yuen
60000	0	2	4	16	3	0	1	0	0	0	19	1	0	230	15.8	mukogaoka_yuen
59000	0	14	2	18.77	7	0	1	1	0	0	19	1	0	230	15.8	mukogaoka_yuen
60000	0	5	2	20.32	8	0	1	1	0	0	19	1	0	230	15.8	mukogaoka_yuen
62000	0	8	4	18.63	2	0	1	0	0	0	19	1	0	230	15.8	mukogaoka_yuen
62000	0	11	3	19.41	4	1	1	0	0	1	19	1	0	230	15.8	mukogaoka_yuen
62000	0	2	2	15.75	8	0	1	1	1	0	19	1	0	230	15.8	mukogaoka_yuen
64000	0	15	4	23.25	0	0	1	0	1	1	19	1	0	230	15.8	mukogaoka_yuen
64500	0	9	2	17.42	2	1	1	1	1	1	19	1	0	230	15.8	mukogaoka_yuen
49000	6	1	3	24.84	8	1	1	1	1	1	19	1	0	230	15.8	mukogaoka_yuen
53500	0	19	4	24.45	7	1	0	0	0	1	19	1	0	230	15.8	mukogaoka_yuen
57000	0	11	2	19.41	4	1	1	1	1	1	19	1	0	230	15.8	mukogaoka_yuen
60000	0	11	2	19.41	4	1	1	0	0	1	19	1	0	230	15.8	mukogaoka_yuen
60000	0	11	2	19.41	4	1	1	1	1	1	19	1	0	230	15.8	mukogaoka_yuen
59000	0	3	2	18	11	0	1	1	0	0	19	1	0	230	15.8	mukogaoka_yuen
58000	0	9	2	16.95	4	1	1	0	0	1	19	1	0	230	15.8	mukogaoka_yuen
60000	0	6	2	17.59	4	1	1	1	0	1	19	1	0	230	15.8	mukogaoka_yuen
65500	0	9	2	17.42	2	1	1	1	1	1	19	1	0	230	15.8	mukogaoka_yuen
70000	0	13	3	19.6	0	1	1	1	1	0	19	1	0	230	15.8	mukogaoka_yuen
57000	0	4	2	21.39	9	0	1	1	0	0	19	1	0	230	15.8	mukogaoka_yuen
56000	0	12	3	20.46	5	0	1	1	0	1	19	1	0	230	15.8	mukogaoka_yuen
58000	0	5	2	20.32	8	0	1	1	0	0	19	1	0	230	15.8	mukogaoka_yuen
59500	0	13	3	23.77	4	1	1	1	0	1	19	1	0	230	15.8	mukogaoka_yuen
61000	0	10	4	18.84	1	0	1	1	1	0	19	1	0	230	15.8	mukogaoka_yuen
63000	0	9	3	20.07	0	0	1	1	1	1	19	1	0	230	15.8	mukogaoka_yuen
61500	0	8	3	23.77	3	0	1	1	0	1	19	1	0	230	15.8	mukogaoka_yuen
65000	0	7	4	18.61	2	0	1	1	0	1	19	1	0	230	15.8	mukogaoka_yuen
68000	0	4	4	23	0	1	1	1	1	1	19	1	0	230	15.8	mukogaoka_yuen
65000	0	3	3	21.08	8	0	1	1	0	1	19	1	0	230	15.8	mukogaoka_yuen
70000	0	4	4	23	0	1	1	1	1	1	19	1	0	230	15.8	mukogaoka_yuen
71000	0	9	2	23.66	7	1	1	1	1	1	19	1	0	230	15.8	mukogaoka_yuen
74000	0	4	4	23.33	0	1	1	1	1	1	19	1	0	230	15.8	mukogaoka_yuen
77000	0	6	3	23.07	0	0	1	1	1	0	19	1	0	230	15.8	mukogaoka_yuen
79000	0	6	3	23.12	0	1	1	1	1	1	19	1	0	230	15.8	mukogaoka_yuen
51000	0	18	2	21.39	6	1	0	1	0	1	19	1	0	230	15.8	mukogaoka_yuen
66000	0	3	4	16.2	2	1	1	1	1	1	19	1	0	230	15.8	mukogaoka_yuen
68000	0	4	4	22.35	0	1	1	1	1	1	19	1	0	230	15.8	mukogaoka_yuen
67000	0	8	2	20.46	1	1	1	1	0	1	19	1	0	230	15.8	mukogaoka_yuen
70000	0	4	4	22.67	0	1	1	1	1	1	19	1	0	230	15.8	mukogaoka_yuen
70000	0	8	2	23.8	6	1	1	1	1	1	19	1	0	230	15.8	mukogaoka_yuen
47500	0	3	2	12	6	1	1	0	1	0	21	1	1	260	17.9	ikuta
55000	0	7	2	17.16	6	0	1	1	0	1	21	1	1	260	17.9	ikuta
57000	0	9	2	17.15	5	0	1	1	0	1	21	1	1	260	17.9	ikuta
60000	0	15	2	22.2	1	0	0	1	1	1	21	1	1	260	17.9	ikuta
60000	0	9	2	17.15	5	1	1	1	0	1	21	1	1	260	17.9	ikuta
65000	0	3	2	19.39	0	1	1	1	1	1	21	1	1	260	17.9	ikuta
55000	0	6	4	14.7	10	1	1	1	1	0	21	1	1	260	17.9	ikuta
60000	0	15	2	23.8	8	1	1	1	1	1	21	1	1	260	17.9	ikuta
61000	0	15	2	22.2	1	1	0	1	1	1	21	1	1	260	17.9	ikuta
62000	0	7	3	20.46	3	0	1	1	0	1	21	1	1	260	17.9	ikuta
50000	0	7	2	17	10	1	1	0	0	1	21	1	1	260	17.9	ikuta
57000	0	9	2	19.25	2	0	1	1	0	0	21	1	1	260	17.9	ikuta
58000	0	7	2	13.86	5	0	1	0	1	0	21	1	1	260	17.9	ikuta
58000	0	10	2.5	17.36	7	1	1	1	0	1	21	1	1	260	17.9	ikuta
48000	0	5	2	18	10	1	1	0	0	1	23	1	2	260	19.2	yomiuri_land_mae
48000	0	10	2	14.47	5	0	1	1	1	1	23	1	2	260	19.2	yomiuri_land_mae
49000	0	8	3	16.2	3	1	1	1	1	1	23	1	2	260	19.2	yomiuri_land_mae
50000	0	4	4	19.26	6	0	1	1	0	1	23	1	2	260	19.2	yomiuri_land_mae
55000	0	9	2	17.58	4	0	0	1	0	0	23	1	2	260	19.2	yomiuri_land_mae
56000	0	8	2	20.26	2	0	0	1	1	1	23	1	2	260	19.2	yomiuri_land_mae
53000	0	12	2	16.8	3	1	1	0	1	0	23	1	2	260	19.2	yomiuri_land_mae
63000	0	6	4	20.3	7	0	1	1	1	1	23	1	2	260	19.2	yomiuri_land_mae
59000	0	15	2	17.23	4	1	1	0	1	1	23	1	2	260	19.2	yomiuri_land_mae
58000	0	6	2	16.8	8	0	0	0	0	0	23	1	2	260	19.2	yomiuri_land_mae
65000	0	6	4	20.3	7	1	1	0	0	1	23	1	2	260	19.2	yomiuri_land_mae
64000	0	5	2	22.5	2	0	1	0	0	1	23	1	2	260	19.2	yomiuri_land_mae
54000	0	10	3	18.27	5	0	1	1	0	1	23	1	2	260	19.2	yomiuri_land_mae
60000	0	10	2	15.84	1	1	1	1	1	0	23	1	2	260	19.2	yomiuri_land_mae
52000	0	11	2	18.84	7	1	0	1	0	0	23	1	2	260	19.2	yomiuri_land_mae
60000	0	15	2	17.23	4	1	1	0	1	1	23	1	2	260	19.2	yomiuri_land_mae
62000	0	2	4	19	4	1	0	1	0	1	23	1	2	260	19.2	yomiuri_land_mae
58000	0	7	4	18.04	4	1	1	1	1	1	23	1	2	260	19.2	yomiuri_land_mae
63000	0	6	3	17	9	1	1	1	0	0	23	1	2	260	19.2	yomiuri_land_mae
