price	bus_min	walk_min	shikirei	area	years	floor	ac	closet	flooring	balcony	train_min	num_exchange	num_stations	train_fare	km	station
69000	0	10	4	16.29	3	1	1	1	1	1	10	1	2	180	6.3	umegaoka
73000	0	3	4	18	2	1	1	0	1	1	10	1	2	180	6.3	umegaoka
76000	0	1	4	18.72	8	1	1	1	1	1	10	1	2	180	6.3	umegaoka
78000	0	4	4	22.3	5	0	1	1	1	1	10	1	2	180	6.3	umegaoka
85000	0	1	4	28.99	0	0	1	1	1	0	10	1	2	180	6.3	umegaoka
97000	0	8	4	30.81	0	0	1	1	1	1	10	1	2	180	6.3	umegaoka
103000	0	8	4	30.81	0	1	1	1	1	1	10	1	2	180	6.3	umegaoka
103000	0	8	4	30.73	0	1	1	1	1	1	10	1	2	180	6.3	umegaoka
72000	0	3	4	17.4	3	1	1	1	1	1	10	1	2	180	6.3	umegaoka
74000	0	4	4	17.4	3	0	0	1	0	0	10	1	2	180	6.3	umegaoka
75000	0	8	4	17	1	1	1	1	1	0	10	1	2	180	6.3	umegaoka
67000	0	10	4	16.29	4	1	1	1	1	1	10	1	2	180	6.3	umegaoka
65000	0	2	4	19.76	8	0	1	0	0	1	10	1	2	180	6.3	umegaoka
70000	0	10	2	14	3	1	1	0	0	1	10	1	2	180	6.3	umegaoka
80000	0	3	4	20	0	0	1	1	1	0	10	1	2	180	6.3	umegaoka
85000	0	5	4	21	4	1	1	1	0	1	10	1	2	180	6.3	umegaoka
87000	0	3	4	23	0	1	1	1	1	1	10	1	2	180	6.3	umegaoka
70000	0	8	3	16	3	1	1	0	0	1	10	1	2	180	6.3	umegaoka
69000	0	8	3	24.75	13	1	1	1	1	1	11	2	3	180	7	gotokuji
62000	0	7	4	14.58	11	1	1	1	0	1	11	2	3	180	7	gotokuji
68000	0	8	3	18.24	5	1	1	1	0	1	11	2	3	180	7	gotokuji
76000	0	5	4	17.95	1	0	1	0	1	1	11	2	3	180	7	gotokuji
87600	0	5	4	16.74	4	1	1	0	0	1	11	2	3	180	7	gotokuji
85000	0	4	4	22.68	5	1	1	1	0	1	11	2	3	180	7	gotokuji
102000	0	2	4	27.22	0	1	1	0	1	1	11	2	3	180	7	gotokuji
55000	0	5	3	19	10	0	0	0	0	0	11	2	3	180	7	gotokuji
68000	0	8	3	18.87	5	1	1	1	0	1	11	2	3	180	7	gotokuji
73000	0	2	4	17	6	1	1	1	0	1	11	2	3	180	7	gotokuji
87000	0	3	4	26	5	1	1	1	0	1	11	2	3	180	7	gotokuji
110000	0	5	4.5	30.43	0	1	1	1	1	1	11	2	3	180	7	gotokuji
70000	0	2	4	17.55	8	0	1	0	0	1	11	2	3	180	7	gotokuji
80000	0	5	4.5	23	0	0	1	1	0	1	11	2	3	180	7	gotokuji
100000	0	3	4	24	6	1	1	1	1	1	11	2	3	180	7	gotokuji
60000	0	8	3	17.42	5	0	0	1	0	1	11	2	3	180	7	gotokuji
94000	0	2	4	25.89	0	1	1	0	1	1	11	2	3	180	7	gotokuji
97000	0	9	4	30.81	0	0	1	1	1	1	11	2	3	180	7	gotokuji
103000	0	9	4	30.81	0	1	1	1	1	1	11	2	3	180	7	gotokuji
68000	0	6	3	17.01	9	0	0	1	0	1	11	2	3	180	7	gotokuji
67000	0	2	4	22.3	5	0	1	1	1	1	11	2	3	180	7	gotokuji
75000	0	5	4	20	8	0	1	1	1	1	11	2	3	180	7	gotokuji
80000	0	9	4	24	6	1	1	1	1	1	11	2	3	180	7	gotokuji
58000	0	5	4	14.59	10	0	1	0	0	1	13	1	4	180	8	kyodo
59000	0	14	2	22	20	0	1	1	0	0	13	1	4	180	8	kyodo
60000	0	9	4	16.1	9	1	0	1	0	1	13	1	4	180	8	kyodo
65000	0	3	2	16.5	6	1	1	1	0	0	13	1	4	180	8	kyodo
75000	0	6	4	20.09	0	0	1	1	1	0	13	1	4	180	8	kyodo
76000	0	6	4	18	6	1	1	1	1	1	13	1	4	180	8	kyodo
85000	0	2	4	20.09	3	1	1	1	1	1	13	1	4	180	8	kyodo
88000	0	7	4	25.32	4	1	1	1	1	0	13	1	4	180	8	kyodo
87000	0	8	3	26.79	8	1	1	1	0	0	13	1	4	180	8	kyodo
80000	0	3	4	17.25	4	1	1	1	0	1	13	1	4	180	8	kyodo
112000	0	1	3	33.26	24	1	1	1	0	0	13	1	4	180	8	kyodo
55000	0	7	4	18	10	1	1	1	0	0	13	1	4	180	8	kyodo
66000	0	10	4	19.04	7	1	1	1	0	0	13	1	4	180	8	kyodo
70000	0	5	3	14.62	13	1	0	0	0	1	13	1	4	180	8	kyodo
67000	0	7	4	17.48	3	1	1	1	1	1	13	1	4	180	8	kyodo
69000	0	5	3	20	0	1	1	1	1	1	13	1	4	180	8	kyodo
73000	0	6	4	20	6	0	1	1	1	1	13	1	4	180	8	kyodo
77000	0	9	4	18	1	0	1	0	0	0	13	1	4	180	8	kyodo
74000	0	5	4	23.14	6	0	0	1	1	1	13	1	4	180	8	kyodo
75000	0	3	4	20	2	1	1	1	1	1	13	1	4	180	8	kyodo
75000	0	6	4	22	6	0	1	1	1	1	13	1	4	180	8	kyodo
95000	0	4	1	19	3	1	1	1	0	0	13	1	4	180	8	kyodo
52000	0	4	4	14.43	11	1	1	1	1	1	13	1	4	180	8	kyodo
60000	0	9	4	17	9	1	0	1	0	1	13	1	4	180	8	kyodo
62000	0	8	4	21.4	9	0	1	1	0	0	13	1	4	180	8	kyodo
69500	0	3	3	15.46	12	1	0	0	0	1	13	1	4	180	8	kyodo
65000	0	6	4	16.38	10	0	1	0	0	1	13	1	4	180	8	kyodo
67000	0	13	4	17.39	3	0	1	1	0	0	13	1	4	180	8	kyodo
67000	0	12	4	19.87	7	0	1	1	0	1	13	1	4	180	8	kyodo
73000	0	7	4	17.48	4	1	1	1	1	1	13	1	4	180	8	kyodo
73000	0	6	4	20.09	0	0	1	1	1	0	13	1	4	180	8	kyodo
74000	0	6	4	18.25	7	0	1	1	0	1	13	1	4	180	8	kyodo
73000	0	2	4	16.24	2	1	1	1	0	1	13	1	4	180	8	kyodo
83000	0	8	4	20.46	3	0	1	1	1	0	13	1	4	180	8	kyodo
83000	0	1	4	20.67	0	1	1	1	0	1	13	1	4	180	8	kyodo
84000	0	8	4	20.46	3	1	1	1	1	1	13	1	4	180	8	kyodo
83000	0	8	4	24.84	6	1	1	1	1	1	13	1	4	180	8	kyodo
85000	0	4	1	23	3	0	1	1	0	0	13	1	4	180	8	kyodo
70000	0	5	3	14.62	13	1	0	0	0	1	13	1	4	180	8	kyodo
67000	0	3	3	19.46	8	0	1	1	0	0	13	1	4	180	8	kyodo
75000	0	11	4	22.5	6	1	1	1	0	1	13	1	4	180	8	kyodo
61000	0	3	4	14.7	11	0	1	0	0	1	13	1	4	180	8	kyodo
61000	0	10	4	19.04	7	1	1	1	0	0	13	1	4	180	8	kyodo
68000	0	6	4	14.75	11	0	1	1	0	1	13	1	4	180	8	kyodo
62000	0	7	3	17.39	6	0	1	1	0	1	13	1	4	180	8	kyodo
63000	0	6	4	15	5	1	1	0	0	1	13	1	4	180	8	kyodo
68000	0	7	4	21	5	0	0	1	1	0	13	1	4	180	8	kyodo
80000	0	2	4	23	10	1	1	1	0	1	13	1	4	180	8	kyodo
80000	0	5	4	24.57	5	0	1	1	1	1	13	1	4	180	8	kyodo
64000	0	3	4	17.14	11	1	0	1	0	0	13	1	4	180	8	kyodo
64000	0	10	1	21.5	16	1	0	1	0	0	13	1	4	180	8	kyodo
81000	0	8	4	26.49	6	0	1	1	1	0	13	1	4	180	8	kyodo
82000	0	3	4	24.5	3	0	1	1	1	0	13	1	4	180	8	kyodo
54500	0	6	3	11.41	11	1	1	0	0	1	15	1	5	200	9.2	chitose_funabashi
75000	0	11	4	25.3	12	0	0	1	0	0	15	1	5	200	9.2	chitose_funabashi
62000	0	10	4	18.63	7	0	0	1	0	0	15	1	5	200	9.2	chitose_funabashi
60000	0	14	4	23	20	1	1	0	0	1	15	1	5	200	9.2	chitose_funabashi
64000	0	12	3	20	10	0	0	1	0	0	15	1	5	200	9.2	chitose_funabashi
65000	0	10	3	19	4	0	1	1	0	0	15	1	5	200	9.2	chitose_funabashi
68000	0	6	4	19.09	1	0	1	1	1	0	15	1	5	200	9.2	chitose_funabashi
71000	0	12	4	17.67	0	0	1	1	0	0	15	1	5	200	9.2	chitose_funabashi
66000	0	5	3	20	5	1	1	1	0	1	15	1	5	200	9.2	chitose_funabashi
70000	0	3	4	16.5	10	1	1	0	0	1	15	1	5	200	9.2	chitose_funabashi
74000	0	12	4	17.86	3	1	1	1	0	1	15	1	5	200	9.2	chitose_funabashi
75000	0	12	4	20.09	2	1	1	1	0	1	15	1	5	200	9.2	chitose_funabashi
75000	0	3	4	20	4	1	1	1	1	1	15	1	5	200	9.2	chitose_funabashi
98700	0	5	4	24.5	1	1	1	1	0	1	15	1	5	200	9.2	chitose_funabashi
88000	0	10	3	29	6	1	1	1	1	1	15	1	5	200	9.2	chitose_funabashi
69000	0	10	4	21	7	1	0	0	0	1	15	1	5	200	9.2	chitose_funabashi
72000	0	12	4	22.32	3	0	1	1	0	0	15	1	5	200	9.2	chitose_funabashi
73000	0	8	4	22.86	9	0	1	1	1	1	15	1	5	200	9.2	chitose_funabashi
98000	0	6	4	30	0	0	1	1	1	0	15	1	5	200	9.2	chitose_funabashi
