Date,MMM,AXP,T,BA,CAT,CVX,CSCO,KO,DD,XOM,GE,GS,HD,INTC,IBM,JNJ,JPM,MCD,MRK,MSFT,NKE,PFE,PG,TRV,UNH,UTX,VZ,V,WMT,DIS
7/18/13,113.54,73.6,34.8,106.15,84.57,122.32,25.48,39.92,56.23,92.44,23.06,162.44,78.76,22.59,194.88,88.24,55.59,97.72,46.19,34.67,62.72,27.81,79.08,83.03,69.77,99.75,48.88,189.93,75.94,65.02
7/19/13,114.24,73.65,34.87,105.49,84.5,123.72,25.44,40.19,55.91,93.22,24.12,162.74,78.63,22.39,190.5,90.26,55.39,97.81,46.57,30.72,62.75,28.4,80.13,83.16,70.66,100.88,48.86,188.85,76.66,64.37
7/22/13,114.32,74.3,34.65,105.4,84.85,123.84,25.34,39.95,55.93,92.88,24.26,164.61,78.74,22.13,191.05,90.31,55.78,95.19,46.51,31.31,62.69,28.65,79.98,83.92,71.38,100.51,49.17,190.14,76.46,63.61
7/23/13,114.79,73.99,34.87,106.31,84.37,124.06,25.18,40.06,55.89,93.25,24.11,164.62,78.93,22.11,191.92,90.44,55.89,94.39,46.71,31.13,62.59,28.72,79.72,80.75,71.88,103.48,49.26,187.52,77.13,63.66
7/24/13,114.37,74.94,34.47,105.48,82.32,123.2,25.21,39.97,56.14,93.04,24.03,163.41,79,22.28,193.53,90.38,55.85,94.29,46.55,31.26,62.04,28.58,79.05,80.72,71.72,103.35,49.28,185.7,76.81,63.85
7/25/13,114.59,75.35,34.53,105.24,81.04,124.55,25.12,39.95,56.35,93.02,24.09,164.27,77.75,22.41,194.13,90.59,55.72,95.1,46.94,30.71,61.9,28.49,79.19,81.38,71.81,103.15,49.6,193.51,76.6,63.76
7/26/13,114.94,74.92,34.67,104.15,80.96,124.36,25.12,39.75,56.41,92.85,24.06,163.63,77.5,22.61,194.25,90.84,55.28,95.63,47.26,30.93,61.94,28.67,79.17,82.12,71.41,103.33,49.91,192.11,76.59,64.19
7/29/13,114.65,74.64,34.94,103.37,81.91,123,24.96,39.4,56.3,92.1,23.9,161.56,77.43,22.59,193.13,91.22,54.92,95.47,47.11,30.85,62.12,28.84,78.87,81.93,71.98,103.43,50.37,190.89,76.58,63.82
7/30/13,114.88,74.77,34.49,104.28,82.08,122.62,25.29,39.44,56.43,91.89,23.89,160.83,77.36,22.72,192.94,91.18,54.57,95.96,46.83,31.16,62.25,28.96,79.22,81.91,71.47,103.92,49.32,190.36,76.48,63.4
7/31/13,115.46,73.36,34.35,103.66,81.8,122.73,25.21,39.2,56.44,91.83,23.78,162.41,77.78,22.68,191.98,91.5,54.96,95.68,46.94,31.15,62.32,28.77,79.08,82.07,72.04,103.92,48.4,176.01,76.53,63.86
8/1/13,116.42,75.21,34.78,105.24,83.31,123.26,25.51,39.68,57.19,90.83,24.03,165.84,77.4,22.55,192.74,91.76,55.76,96.57,47.34,30.98,65.35,28.65,80.4,82.87,72.35,105.5,48.92,178.16,76.8,64.56
8/2/13,116.27,75.27,34.83,106.42,83.17,121.81,25.8,39.34,58.63,90.06,24.1,165.97,78.97,22.57,192.1,92.37,55.71,96.77,47.3,31.19,65.67,28.9,80.05,82.51,71.46,106.08,49.15,182.96,77.32,65.7
8/5/13,115.94,75.51,34.73,106.03,82.44,120.88,25.92,39.41,58.3,89.71,23.93,166.66,78.4,22.49,192.43,91.79,55.33,96.88,47.3,31.01,65.77,28.73,80.16,81.68,72.53,104.97,49.11,183.5,77.34,65.21
8/6/13,115.52,75.39,34.55,105.57,81.42,120.05,25.82,39.49,57.92,89.59,23.72,163.15,78.79,22.38,187.99,91.8,54.73,96.27,47.21,30.89,65.91,28.87,80.5,80.9,72.43,103.55,49,181.86,76.46,66.23
8/7/13,115.85,74.72,34.66,105.44,81.33,120.23,25.73,39.27,58.31,89.47,23.75,161.84,77.59,22.28,186.53,91.66,54.54,95.92,47.31,31.36,65.01,28.8,80.71,80.41,72.11,104.37,48.84,180.37,76.43,65.11
8/8/13,116.68,75.76,34.36,104.86,82.83,119.98,25.87,39.32,58.47,89.9,23.74,161.23,78.78,22.03,185.91,91.34,54.08,95.64,47.24,32.17,65.42,28.67,80.92,80.58,72.37,104.6,48.54,179.76,76.31,64.95
8/9/13,116.32,75.08,33.89,104.36,83.38,119.42,25.66,39.28,58.45,89.47,23.66,160.53,77.73,22.09,185.8,90.38,53.77,95.23,47.16,31.99,65.68,28.75,80.4,80.65,72.12,103.97,48.24,178.79,75.96,63.94
8/12/13,116.39,75.07,34,103.28,85.16,118.74,25.95,38.96,58.59,88.65,23.68,160.09,77.95,22.22,187.05,90.03,53.35,94.66,47.24,32.15,65.88,28.73,80.38,80.86,71.59,103.89,48.57,178.74,76.14,63.15
8/13/13,116.67,75.8,33.81,105.25,85.41,119.42,25.93,38.78,58.86,88.17,23.62,162.09,78.19,22.1,186.39,91.02,53.54,94.09,47.2,31.75,65.19,28.8,80.42,80.49,72.54,105.13,48.08,178.22,75.93,63.2
8/14/13,115.64,75.46,33.86,103.2,84.67,118.99,25.99,38.67,58.53,87.73,23.49,161.73,76.22,22.15,185.51,88.76,53.4,93.75,47.33,31.87,63.74,28.57,80.01,80.72,71.68,103.94,47.82,177.67,75.47,63.18
8/15/13,113.9,74.46,33.45,101.78,84.71,118.2,24.12,38.23,57.91,86.95,23.42,159.16,73.96,21.62,183.79,87.63,52.56,93.05,46.75,31.32,62.89,28.34,79.26,79.63,70.61,101.89,47.48,173.27,73.51,61.62
8/16/13,113.95,74.75,33.28,102.52,84.02,117.84,23.91,38.2,57.45,86.7,23.37,159.07,74.19,21.5,183.34,87.46,52.56,92.7,46.49,31.33,63.05,27.92,78.68,79.66,70.64,101.98,46.67,172.47,73.21,61.41
8/19/13,113.67,73.92,32.9,103.75,83.07,116.64,23.91,37.93,56.71,85.73,23.27,157.06,74.02,21.86,182.25,88.51,51.12,93.14,46.37,30.92,64.1,28.01,78.38,78.81,70.91,101.53,46.46,174.31,72.69,61.08
8/20/13,113.48,73.85,32.98,103.67,82.74,116.27,23.96,37.8,56.71,85.64,23.15,157.99,73.12,22.1,182.57,87.81,51.4,93.16,46.35,31.15,64.02,28.08,78.32,78.85,71.66,101.31,46.86,172.56,72.34,61.13
8/21/13,112.13,73.03,32.6,102.95,81.83,115.69,23.71,37.44,56.34,85.23,23.04,155.56,72.57,21.76,182.87,86.9,50.92,92.78,46.25,31.14,63.52,27.79,78.17,78.01,71.05,100.61,46.24,177.71,72.66,60.39
8/22/13,113.37,73.45,32.93,104.17,83.04,116.27,23.66,37.47,56.73,85.78,23.21,157.84,72.83,21.85,183.2,86.37,51.49,93.12,46.59,31.91,64.25,27.71,78.56,79.12,71.17,101.86,45.99,178.24,72.57,60.89
8/23/13,113.1,73.24,33.39,104.51,82.77,117.49,23.51,37.68,57.08,86.32,23.21,157.08,72.73,22.02,183.42,87.17,51.6,92.8,46.52,34.23,63.6,27.89,78.79,78.77,71.73,101.7,46.57,178.42,72.55,60.98
8/26/13,113.03,73.2,32.93,104.56,82.44,116.81,23.48,37.29,56.75,85.89,23.04,156.34,74.24,21.86,182.75,86.3,51.09,92.97,46.41,33.64,63.31,27.57,77.35,78.7,71.58,101.21,45.91,174.33,72.14,60.6
8/27/13,111.45,71.51,32.81,102.26,81.59,116.78,23.13,37.32,55.94,85.63,22.62,151.72,72.95,21.78,180.77,84.96,49.9,92.52,45.91,32.76,62.22,27.56,76.78,78.33,70.73,98.87,45.92,173.51,71.97,59.95
8/28/13,111.71,71.61,32.7,102.32,81.34,119.73,23.1,37.51,55.98,87.62,22.64,151.96,73.85,21.87,180.2,85.32,49.88,93.73,45.89,32.53,62.77,27.76,75.68,78.48,70.75,98.91,45.54,174.54,71.5,60.07
8/29/13,112.03,71.82,32.77,103.96,81.42,118.32,23.1,37.27,55.86,86.07,22.55,152.61,73.87,21.65,180.67,85.36,50,93.28,45.9,33.05,63.09,27.65,76.13,78.83,71.64,99.39,46.78,174.7,71.55,60.34
8/30/13,112.29,71.51,32.94,102.96,81.43,118.38,22.97,37.34,55.82,85.96,22.58,151.12,73.32,21.57,180.31,85.2,49.83,92.79,46.09,32.9,62.43,27.76,76.71,78.49,70.94,99.03,46.35,173.75,72.09,60.09
9/3/13,111.93,72.02,32.45,104.04,81.4,118.49,23.13,37.07,55.59,85.95,22.5,153.73,73.12,21.66,181.98,85.21,50.43,92.95,46.01,31.4,63.89,27.56,76.57,79.14,71.75,101.56,45.01,176.35,71.8,60.19
9/4/13,113.25,72.73,32.86,105.39,82.42,118.8,23.42,37.7,56.42,86.55,22.61,154.71,73.36,22.22,181.16,85.68,51.16,93.58,46.47,30.73,64.73,27.92,76.31,79.63,72.54,102.26,45.76,175.52,72.02,60.36
9/5/13,113.56,73.39,32.47,105.67,81.84,119.3,23.34,37.4,56.79,86.15,22.6,155.14,72.22,22.18,182.17,85.82,51.39,94.07,46.3,30.76,64.98,27.82,75.97,79.23,73.22,102.57,45.62,175.54,71.79,60.55
9/6/13,113.73,72.94,32.53,105.09,82.27,119.14,23.2,37.51,56.3,86.05,22.6,155.62,71.93,22.25,181.06,85.94,51.84,94.66,46.28,30.69,64.58,27.83,75.98,79.56,73.24,102.13,45.33,176,71.71,60.64
9/9/13,115.41,73.25,32.75,106.2,84.44,120.14,23.57,37.68,56.68,86.83,22.83,158.43,72.8,22.48,182.99,86.33,52.13,94.85,46.53,31.19,65,27.85,76.97,81.24,73.43,103.36,44.91,177.87,72.62,60.84
9/10/13,116.25,74.18,33.08,107.17,85.45,120.91,23.8,37.78,57.22,86.61,23.29,164.05,73.81,22.55,184.59,87.29,52.93,95.28,46.76,31.91,66.41,28,76.76,81.58,73.8,105.12,45.46,183.89,73.06,62.06
9/11/13,117.36,74.76,33.08,108.22,85.96,121.81,24.02,37.93,57.99,87.62,23.51,163.97,74.25,22.38,188.65,87.98,52.53,95.84,46.91,32.25,67.17,28.21,77.08,82.76,74.62,106.68,45.5,185.6,73.15,63.16
9/12/13,116.86,74.87,33.48,108.79,85.68,121.78,23.93,37.87,57.24,86.77,23.27,162.27,74.6,22.21,188.68,87.76,51.52,95.56,47.05,32.2,67.66,27.86,77.07,82.16,74.19,106.68,46.32,184.35,73.01,64.69
9/13/13,117.25,74.88,33.42,110.3,85.84,122.02,23.96,38.12,58.04,87.19,23.21,162.91,74.32,23,190.1,87.33,51.87,95.73,46.99,32.54,67.49,28.06,77.85,82.59,73.93,107.23,46.72,188.28,73.46,65.88
9/16/13,117.87,75.18,33.66,114.6,86.01,121.96,24.02,38.29,58.85,87.45,23.56,165.92,74.74,22.95,191.07,87.78,52.41,96.09,47.39,32.31,67.77,28.25,78.94,83.59,74.57,108.53,47.25,188.66,73.87,66.12
9/17/13,118.57,76.49,33.84,116.03,85.9,122.22,24.01,38.22,58.77,87.72,23.86,166.31,75,23.3,190.09,87.81,52.36,96.29,47.21,32.44,67.9,28.18,78.62,83.89,73.76,109.21,47.51,190.87,74.24,66.16
9/18/13,119.91,77.21,34.03,117.31,86.66,123.67,24.43,39.01,59.58,88.35,24.26,166.95,76.55,23.45,192.33,88.65,52.67,97.06,47.59,32.82,69.05,28.58,79.08,84.92,72.5,109.82,47.66,192.91,75.49,66.29
9/19/13,120.19,77.14,33.9,117.94,86.57,123.3,24.25,38.73,59.47,88.05,24.05,166.67,77.68,23.46,191.31,88.81,52.02,96.29,47.46,33.14,69.07,28.38,78.9,85.89,70.32,110.8,47.45,193.97,75.28,64.92
9/20/13,118.64,76.89,33.41,115.55,83.61,122.79,24.15,38.82,58.58,87.44,23.61,168.63,76.19,23.33,187.97,88.42,52.07,95.29,47.21,32.3,68.94,28.51,78.18,85.06,70.05,108.41,46.74,198.07,74.91,64.22
9/23/13,119.73,76.01,33.32,116.43,83.89,123.38,23.91,38.06,58.57,86.54,23.88,164.15,75.11,23.18,188.93,87.84,50.75,95.66,46.89,32.25,68.55,28.34,78.07,85.38,71.29,108.25,46.93,195.49,75.49,63.96
9/24/13,119.43,75.64,33.2,117.9,83.97,122.37,23.78,37.96,58.48,86.16,23.92,161.89,75.24,23.26,187.93,86.98,49.63,96.15,46.74,31.97,69,28.25,77.42,84.88,71.79,108.82,46.24,192.6,74.83,63.54
9/25/13,118.83,75.56,33.16,117.42,83.37,121.95,24.07,37.76,58.48,85.94,23.83,161.23,74.72,23.26,187.43,85.86,50.99,96,46.88,32.03,68.49,28.04,76.54,84.98,71.45,108.09,45.92,190.83,73.74,63.66
9/26/13,119.29,75.89,33.33,118.28,83.07,121.38,23.42,38.17,58.66,85.87,23.85,161.21,75.27,22.97,188.17,85.85,51.18,96.56,46.89,32.28,69.91,28.07,76.86,84.84,71.63,108.49,46.63,192.82,73.71,64.44
9/27/13,118.85,75.47,33.09,117.65,82.68,120.55,22.99,37.83,58.17,85.71,23.65,158.79,75.16,22.55,184.91,85.51,51.52,95.51,46.99,32.77,73.19,28.42,76.04,84.42,71.46,108.19,45.97,192.31,73.46,64.4
9/30/13,118.05,75.1,32.93,116.42,82.28,119.43,23.08,37.32,57.73,84.86,23.49,157.16,75.05,22.49,183.19,85.47,50.98,94.61,46.82,32.78,72.19,28.27,74.44,83.79,71.08,106.67,45.65,190.37,73.06,63.7
10/1/13,118.26,75.51,33.17,116.66,82.64,119.25,23.06,37.39,57.86,84.82,23.77,157.95,75.45,22.4,184.37,86.24,51.24,94.53,47.93,33.08,71.97,28.43,75,83.68,72.04,106.23,45.96,192.48,72.7,64.04
10/2/13,117.84,74.39,33.05,116.75,82.94,118.77,23.14,36.88,58.15,84.9,23.93,157.62,75.51,22.46,182.97,86.07,51.75,93.7,47.56,33.41,71.45,28.55,74.78,83.5,72.03,103.86,45.77,191.09,72.82,64.09
10/3/13,117.2,73.83,32.76,114.18,82.84,116.23,22.84,36.61,56.94,84.32,23.7,155.81,75.08,22.18,181.88,85.37,51.6,93.1,47.55,33.36,71.2,28.31,74.69,83.09,71.98,102.58,45.98,187.93,72.27,63.24
10/4/13,118.04,74.12,32.86,116.12,83.07,116.11,22.85,36.65,57.82,85.13,23.65,155.51,74.98,22.38,182.12,86.09,52.33,93.13,47.43,33.37,71.69,28.54,74.86,83.7,72.45,103.16,46.07,189.75,71.91,64.5
10/7/13,117.34,72.75,33.11,115.61,82.41,115.86,22.72,36.5,57.28,84.72,23.54,153.23,74.34,22.4,180.05,85.38,51.49,92.79,47.09,32.8,70.9,28.17,74.5,83.12,71.64,102.92,46.26,185.62,71,63.8
10/8/13,115.83,72.03,32.67,114.38,81.74,114.74,22.47,36.73,56.26,84.33,23.28,152.04,73.48,22.06,176.8,84.41,50.54,92.38,46.95,32.52,69.85,27.79,75.17,82.03,70.95,101.66,45.55,181.83,72.01,63.22
10/9/13,116.23,72.03,33.31,113.41,82.4,114.15,22.33,36.53,56.13,83.99,23.18,153.42,73.36,22.17,179.37,84.75,50.42,91.72,46.48,32.58,70.45,27.84,75.78,81.4,70.85,101.74,45.7,183.15,72.11,62.81
10/10/13,117.98,74.47,33.7,117.8,83.59,114.39,22.84,37.22,57.46,84.86,23.85,156.96,74.71,22.67,182.78,86.55,52.18,92.87,46.7,33.26,72.99,28.31,76.71,83.2,73.43,104.79,46.36,188.31,73.88,64.78
10/11/13,119.35,75.21,33.75,116.89,84.46,115.66,23.1,37.21,57.11,85.75,23.99,158.94,75.51,22.83,184.16,88.2,52.17,93.16,46.5,33.62,73.01,28.26,77.29,83.68,73.72,105.87,46.58,191.47,73.91,65.4
10/14/13,120.02,75.87,33.47,118.36,85.08,116.56,23.16,37.35,57.53,86.4,23.97,158.4,75.54,23.01,184.96,88.54,52.37,93.15,45.97,33.94,73.6,28.88,77.54,84.21,74.17,105.76,46.31,192.7,73.77,66.02
10/15/13,118.46,75.06,33.27,117.09,84.6,116.13,23,37.1,57.31,85.6,23.79,156.59,74.38,22.95,182.67,88.67,51.97,92.24,45.79,33.98,73.25,28.7,76.42,83.5,73.32,104.67,45.82,190.64,73.47,65.63
10/16/13,119.56,76.12,33.75,119.23,85.11,117.13,22.83,37.44,58.22,86.11,23.96,161.17,74.15,23.26,184.72,89.83,53.65,93.64,46.38,34.12,74.06,29.33,77.75,85.08,74.63,105.29,46.74,194.88,74.68,65.54
10/17/13,121.22,80.02,33.99,121.16,85.29,117.48,22.61,37.98,58.79,86.28,24.27,157.27,74.94,23.47,172.95,90.68,53.86,93.88,46.32,34.4,74.08,29.78,78.82,85.02,70.84,106.87,48.37,197.52,74.86,65.61
10/18/13,121.44,80.31,34.15,121.39,86.77,117.61,22.79,38.21,58.77,86.35,25.13,157.64,73.9,23.44,171.91,90.34,53.95,93.62,45.83,34.44,75.46,30.03,78.81,85.58,68.25,106.59,49.47,199.69,74.79,66.33
10/21/13,121.85,80.19,34.76,120.35,87.13,117.78,22.76,38.25,58.62,86.03,25.71,158.71,73.83,23.69,171,89.92,53.92,93.02,45.73,34.47,75.62,29.92,78.38,85.76,67.7,106.47,50.04,199.28,74.24,66.79
10/22/13,122.39,80.66,34.77,121.35,88.59,118.58,22.48,38.51,59.32,86.77,25.59,158.19,74.07,23.62,173.09,91.06,53.27,93.54,45.7,34.06,75.49,30.19,79.78,85.71,68.35,105,50.59,199.22,75.39,68.16
10/23/13,121.8,80.42,34.82,127.83,83.22,118.08,22.09,38.51,59.36,86.41,25.27,156.69,74.29,23.3,173.88,90.81,52.41,92.64,45.78,33.26,75.09,30.11,80.3,85.28,67.51,105.25,50.27,198.13,74.98,67.29
10/24/13,122.08,80.69,34.17,127.79,83.98,118.5,22.2,38.23,60.51,87.2,25.51,158.9,75.97,23.34,175.89,91.05,52.14,93.11,45.45,33.22,75.04,30.12,80,86.02,67.11,105.92,49.88,202.14,75.49,68.21
10/25/13,123,82.4,34.73,129.98,84.22,118.53,22.29,38.45,61.02,86.76,25.45,161.02,75.44,23.79,174.95,90.8,52.43,93.2,45.76,35.2,75.23,30.12,79.4,85.63,67.12,106.37,50.16,202.29,75.15,68.42
10/28/13,123.5,82.55,35.1,128.68,83.73,118.85,22.38,39.03,60.69,87.02,25.66,160.38,75.26,23.91,175.44,91.09,52.34,93.78,44.59,35.04,75.04,30.25,80.69,86.1,66.45,104.86,50.03,202.31,76.2,68.16
10/29/13,123.85,83.44,35.79,128.46,83.52,119.43,22.66,39.21,60.61,87.71,25.77,161.04,76.68,24.06,180.16,91.83,52.39,94.45,44.82,34.99,75.44,30.75,81.84,86.27,67.58,105.28,50.54,203.46,76.12,68.08
10/30/13,123.37,82.89,35.78,128.48,82.95,118.25,22.54,39.04,60.15,87.59,25.93,160.98,77.06,24.04,178.21,91.49,52.26,94.43,44.49,35.01,75.66,30.44,80.91,85.89,67.51,104.82,49.99,203.04,75.97,67.64
10/31/13,124.42,81.59,35.72,129.3,82.82,117.91,22.39,38.99,60.33,88.39,25.71,159.79,77.07,24.01,177.28,91.31,51.21,94.92,44.34,34.88,75.29,30.2,80.14,85.3,67.76,105.11,49.97,195.92,75.82,67.75
11/1/13,124.47,81.95,35.76,131.8,83.05,116,22.4,39.03,60.22,88.59,26.1,160.98,76.18,23.88,177.3,92.06,52.17,95.62,44.48,35,75.59,30.67,80.54,85.4,68.12,106.36,49.95,198.4,76.13,68.17
11/4/13,124.88,81.72,35.97,131.57,83.35,116.09,22.41,38.93,59.45,90.83,25.99,162.08,76.19,23.81,178.33,91.73,51.7,95.69,44.96,35.4,75.9,30.76,80.72,85.6,68.44,106.83,50.53,195.67,76.39,67.97
11/5/13,124.68,81.69,35.06,132.34,83.5,116.43,22.9,38.92,59.44,90.73,25.98,160.88,75.84,23.8,175.94,91.51,51.61,95.79,44.6,36.09,76.72,30.74,80.82,85.46,68.21,106.53,49.56,196.62,76.48,68.01
11/6/13,125.68,81.91,35.35,132.34,83.67,119.07,23.1,39.46,59.91,91.94,26.45,162.44,75.61,24.02,178.21,91.73,51.76,96.27,45.19,37.61,76.29,30.71,82.19,86.48,69.77,107.51,50.07,198.26,77.21,68.16
11/7/13,124.97,80.71,34.65,130.77,83.11,117.86,22.93,39.24,59.99,91.31,26.16,158.58,74.89,23.83,179.02,91.39,51.31,95.58,45.06,36.94,75.23,30.65,81.7,86.21,69.24,106.12,49.63,195.35,76.57,66.33
11/8/13,126.53,81.57,34.71,132.74,83.69,119.12,23.33,39.46,61.12,92.08,26.6,162.09,74.68,23.86,179.01,92.73,53.61,95.4,46.02,37.22,76.64,31.06,81.89,86.78,69.98,107.39,49.66,197.53,77.01,67.74
11/11/13,126.49,81.19,34.57,131.79,83.6,119.01,23.27,39.28,61.21,92.31,26.56,162.75,74.57,23.94,181.88,92.97,53.75,95.48,46.22,37.03,76.68,30.98,81.64,86.95,69.98,106.93,49.42,198.51,78.05,67.51
11/12/13,126.9,80.82,34.71,131.59,83.31,117.95,23.55,39.29,61.17,92.02,26.6,161.81,75.37,24.2,182.07,92.25,53.62,96.04,46.8,36.8,76.4,31.12,82.18,85.44,69.43,106.3,49.62,197.51,77.75,66.94
11/13/13,127.13,81.23,34.61,132.42,83.65,118.04,23.82,39.53,60.51,91.94,26.7,161.86,76.78,24.37,182.55,92.03,53.79,96.48,46.55,37.59,77.37,31.61,82.87,86.21,70.49,106.9,49.45,199.42,77.94,68.13
11/14/13,128.31,81.68,34.7,134.33,83.22,118.51,21.21,39.62,61.36,92.56,26.54,162.12,78.1,24.16,181.22,92.6,54.05,95.94,47.02,37.45,78.15,31.74,83.69,87.23,70.91,108.12,49.73,199.79,78.12,69.17
11/15/13,128.37,82.59,34.96,135.32,83.2,119,21.38,39.63,61.68,94.6,26.75,163.31,79.18,24.29,182.19,93.07,54.51,95.31,47.27,37.28,78.73,31.93,84.2,87.64,71.34,108.02,49.77,201.64,78.26,69.15
11/18/13,128.65,82.13,35.13,137.58,83.49,119.5,21.13,39.58,61.27,94.78,26.77,164.58,78.83,24.37,183.46,92.98,55.38,96.03,47.21,36.65,78.09,31.75,83.94,87.16,71.15,108.56,50.21,199.54,78.26,68.65
11/19/13,128.57,82.25,35.25,136.21,83.13,120.99,21.26,39.55,61.06,94.75,26.58,165.5,79.53,24.47,184.24,93.53,55.79,96.35,47.27,36.47,77.33,31.4,83.71,87.07,71.08,108.53,50.23,197.03,78.29,68.28
11/20/13,128.34,82.04,34.93,131.71,82.14,120.93,21.07,39.47,60.36,94.01,26.51,163.91,78.91,24.33,184.18,93.82,55.74,95.92,47.33,36.8,77.36,31.66,84.05,86.91,71.45,108.26,49.86,197.76,77.94,68.39
11/21/13,129.5,83.73,34.84,132.18,81.59,122.37,21.31,39.83,61.17,94.02,26.46,165.96,78.99,24.99,183.13,93.86,56.85,96.08,47.81,37.12,77.61,31.71,84.03,88.19,72.37,109.2,49.84,201.25,77.9,69.09
11/22/13,130.16,83.63,34.95,135.21,82.34,122.94,21.3,39.83,61.27,94.34,26.63,166.99,78.34,23.64,180.31,94.57,57.09,96.64,48.12,37.29,78.38,31.85,84.31,89.47,73.2,109.62,49.68,201.76,78.84,69.34
11/25/13,130.37,84.37,34.9,132.25,83.85,122.65,21.11,39.77,61.15,94.42,26.29,168.36,78.91,23.53,177.96,94.95,57.28,97.28,48.83,37.36,78.64,31.87,84.77,89.74,73.52,109.73,49.47,201.57,79.45,68.89
11/26/13,131.29,84.87,34.82,134.02,83.81,121.7,21.05,39.66,60.89,93.61,26.33,166.93,79.5,23.43,176.34,94.38,56.8,96.57,48.75,37.07,79.11,31.63,84,89.74,73.97,110.36,49.51,203.15,79.7,70.31
11/27/13,132.63,85.37,34.94,133.96,84.12,121.34,21.11,39.87,61.11,93.14,26.38,167.65,79.81,23.67,177.99,94.3,57.11,96.24,49,37.32,78.84,31.62,83.65,89.94,73.81,110.93,49.39,203.62,79.95,69.91
11/29/13,132.64,85.58,34.75,133.5,84.05,121.36,21.09,39.87,60.95,92.82,26.22,168.37,79.82,23.61,178.7,93.98,56.85,96.55,49,37.85,78.65,31.47,83.59,89.69,73.93,110.28,49.09,203.09,80.02,69.68
12/2/13,126.85,85.07,34.34,133.41,83.7,121.26,20.93,39.76,61.31,92.86,26.22,169.15,78.93,23.48,176.51,93.61,56.61,95.69,49.34,38.16,78.6,31.57,82.71,87.97,73.61,109.73,48.73,204.76,80.12,70.05
12/3/13,125.77,84.39,34.28,131.26,83.33,121.44,21.1,40.03,60.08,93.73,26.12,167.48,78.26,23.33,175.12,93.3,56.49,95.57,48.93,38.02,78.64,30.96,83.2,88,73.19,109.12,49.07,201.39,80.22,69.05
12/4/13,125.63,84.28,34.14,130.76,83.42,120.7,21.09,40.05,59.84,94,26.2,168.13,77.95,23.52,174.78,92.96,56.82,94.9,48.49,38.65,78.33,31.01,82.72,87.58,73.38,108.37,48.84,202.38,79.71,69.12
12/5/13,126,84.32,33.8,131.99,83.86,120.03,20.75,39.52,59.69,93.47,26.01,165,78.09,24.03,175.12,92.31,55.46,94.62,48,37.72,78.46,30.99,82.07,86.9,72.49,108.48,48.38,201.35,78.93,69.37
12/6/13,127.77,85.71,34.08,134.42,84.94,121.21,21.12,40.14,60.91,94.98,26.49,166.65,79.38,24.59,176.7,93.77,55.7,95.98,48.57,38.07,79.37,31.28,83.89,88.48,73.24,110.54,48.95,201.51,79.43,70.59
12/9/13,127.73,85.53,34.23,133.92,85.53,122.25,21.06,40.08,60.96,95.17,26.74,167.11,79.14,24.69,176.49,93.77,56.14,94.91,48.73,38.42,79.29,31.32,84.14,87.93,73.45,110.6,49.04,201.23,79.44,70.24
12/10/13,126.72,85.07,33.95,132.95,85.86,122.57,21.05,39.54,61.01,95.04,26.69,169.16,78.16,24.59,176.15,93.47,56.33,94.62,48.61,37.83,78.73,31.08,83.02,87.92,73.78,110.4,48.52,199.07,78.57,70.7
12/11/13,125.94,83.68,33.5,131.82,84.73,121.02,20.72,39.81,59.87,93.6,26.14,167.04,78.55,24.19,174.24,92.44,55.71,94.46,48.13,37.33,76.37,30.4,83.39,86.58,71.88,108.09,47.97,205.29,78.58,69.66
12/12/13,125.75,83.09,33.44,132.21,85.01,119.92,20.35,38.9,59.53,94.69,26.1,167.76,78.08,24.24,172.42,90.51,55.94,93.31,47.95,36.94,76,30,81.68,86.12,70.75,107.53,47.61,203.07,78,69.63
12/13/13,125.6,83.46,33.4,133.08,85.49,118.84,20.09,38.92,59.82,94.64,26.39,167.82,78.56,24.06,171.86,90.7,55.81,93.64,48.01,36.42,76.17,30,81.75,85.98,70.23,106.79,47.33,206.99,77.58,69.62
12/16/13,126.83,84.3,33.7,133.96,86.81,119.16,20.52,38.96,60.41,96.54,26.53,170.37,78.65,24.22,176.88,90.72,56.05,94.64,47.72,36.62,76.21,30,81.08,86.53,70.8,107.96,47.74,207.38,77.24,70.51
12/17/13,130.53,83.89,33.4,135.12,86.36,117.69,20.76,38.79,60.75,96.07,26.58,169.92,78.17,24.43,174.8,90.01,55.36,93.58,47.53,36.25,76.53,29.89,80.3,86.06,70.48,107.06,47.05,212.87,76.75,70.66
12/18/13,134.91,85.77,33.93,134.73,87.6,120.53,20.84,39.71,61.75,98.84,26.95,174.25,79.59,24.91,177.73,91.98,56.87,95.12,48.52,36.31,78.31,30.52,81.76,87.62,72.12,109.24,47.95,214.96,77.44,72.2
12/19/13,135.52,86.19,34,134.41,86.97,122.14,20.91,39.55,62.27,98.73,27.08,174.18,79.49,24.9,179.24,91.32,56.86,94.34,48.41,35.98,78.02,30.46,81.29,88.26,72.13,108.93,47.91,215.69,76.74,72.97
12/20/13,135.83,87.34,33.85,135.9,88.35,121.7,20.97,39.73,62.11,97.99,27.12,174.57,79.58,24.82,179.04,91.43,57.33,95.69,48.94,36.53,77.1,30,81.23,88.65,73.09,110.08,47.56,215.58,76.93,72.4
